irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|ColCompleteNotes|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ExhTitle|ColPhysicalDescription|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|SpeNumberMale|SpeNumberFemale|SpeAge|SpePhase|SpeForm|PrepBy|SpeDatePrepared|DimLength|DimLengthUnit|DimWeightUnit|PhyColourPart|PhyColour|MulDescription|NumMulFiles
26456|NEWHM : 1995.H2007|Natural Sciences|Vertebrate Zoology|Birds||1|bird mount|Bittern||Needs confirmation - previously recorded as Skin of a White-bearded Manakin .||Bittern| : : : Aves : Chordata||||1||adult||skin|||||||||1
26466|NEWHM : 1995.H2017|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Red-legged Honeycreeper||Skin of a Red-legged Honeycreeper||Red-legged Honeycreeper|Emberizidae : : : Aves : Chordata||||1||adult||skin|||||||||1
26473|NEWHM : 1995.H2024|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Red-legged Honeycreeper||Skin of a Red-legged Honeycreeper||Red-legged Honeycreeper|Emberizidae : : : Aves : Chordata||||1||adult (young)||skin|||||||||1
26474|NEWHM : 1995.H2025|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Red-legged Honeycreeper||Skin of a Red-legged Honeycreeper||Red-legged Honeycreeper|Emberizidae : : : Aves : Chordata||||1||adult||skin|||||||||1
26475|NEWHM : 1995.H2026|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Purple Honeycreeper||Skin of a Purple Honeycreeper||Purple Honeycreeper|Emberizidae : : : Aves : Chordata||||1||adult||skin|||||||||1
26476|NEWHM : 1995.H2027|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Purple Honeycreeper||Skin of a Purple Honeycreeper||Purple Honeycreeper|Emberizidae : : : Aves : Chordata||||1||adult||skin|||||||||1
26477|NEWHM : 1995.H2028|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Purple Honeycreeper||Skin of a Purple Honeycreeper||Purple Honeycreeper|Emberizidae : : : Aves : Chordata||||1||adult||skin|||||||||1
26478|NEWHM : 1995.H2029|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Purple Honeycreeper||Skin of a Purple Honeycreeper||Purple Honeycreeper|Emberizidae : : : Aves : Chordata|||||1|adult||skin|||||||||1
26483|NEWHM : 1995.H2034|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Green Kingfisher||Skin of a Green Kingfisher||Green Kingfisher|Alcedinidae : : : Aves : Chordata||||||adult||skin|||||||||1
26484|NEWHM : 1995.H2035|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|American Pygmy Kingfisher||Skin of an American Pygmy Kingfisher||American Pygmy Kingfisher|Coraciiformes & Alcedinidae : : : Aves : Chordata||||||adult||skin|||||||||1
26487|NEWHM : 1995.H2038|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Yellow-green Grosbeak||Skin of a Yellow-green Grosbeak||Yellow-green Grosbeak|Emberizidae : : : Aves : Chordata||||||adult||skin|||||||||1
26488|NEWHM : 1995.H2039|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Yellow-green Grosbeak||Skin of a Yellow-green Grosbeak||Yellow-green Grosbeak|Emberizidae : : : Aves : Chordata||||||adult||skin|||||||||1
