irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|ColCompleteNotes|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ExhTitle|ColPhysicalDescription|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|SpeNumberMale|SpeNumberFemale|SpeAge|SpePhase|SpeForm|PrepBy|SpeDatePrepared|DimLength|DimLengthUnit|DimWeightUnit|PhyColourPart|PhyColour|MulDescription|NumMulFiles
37069|NEWHM : B077.09|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|06/01/1903|Asia, India, Upper Assam, Dibrugarh, Margherita||1|||non palearctic skin|Stevens, H.||||||||1
37070|NEWHM : B077.10|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.||Asia, India, Upper Assam, Dibrugarh, Margherita||1|||non palearctic skin|Stevens, H.||||||||1
37071|NEWHM : B077.11|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|05/12/1902|Asia, India, Upper Assam, Dibrugarh, Margherita||1|||non palearctic skin|Stevens, H.||||||||1
37072|NEWHM : B077.12|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|17/11/1902|Asia, India, Upper Assam, Dibrugarh, Margherita||1|||non palearctic skin|Stevens, H.||||||||1
37073|NEWHM : B077.13|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|26/01/1903|Asia, India, Upper Assam, Dibrugarh, Margherita|1||||non palearctic skin|Stevens, H.||||||||1
37074|NEWHM : B077.14|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|07/02/1903|Asia, India, Upper Assam, Dibrugarh, Margherita||1|||non palearctic skin|Stevens, H.||||||||1
37075|NEWHM : B077.15|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|1902-12-|Asia, India, Upper Assam, Dibrugarh, Margherita|1||||non palearctic skin|Stevens, H.||||||||1
37076|NEWHM : B077.16|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|26/01/1903|Asia, India, Upper Assam, Dibrugarh, Margherita||1|||non palearctic skin|Stevens, H.||||||||1
37077|NEWHM : B077.17|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|23/12/1902|Asia, India, Upper Assam, Dibrugarh, Margherita||1|||non palearctic skin|Stevens, H.||||||||1
37078|NEWHM : B077.18|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|25/01/1903|Asia, India, Upper Assam, Dibrugarh, Margherita|1||||non palearctic skin|Stevens, H.||||||||1
37079|NEWHM : B077.19|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|17/11/1902|Asia, India, Upper Assam, Dibrugarh, Margherita||1|||non palearctic skin|Stevens, H.||||||||1
37080|NEWHM : B077.20|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|||||||non palearctic skin|Stevens, H.||||||||1
37081|NEWHM : B077.21|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|31/03/1911|Asia, India, Darjeeling, Rungbong Valley, Gopaldhara|1||||non palearctic skin|Stevens, H.||||||||1
37082|NEWHM : B077.22|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|31/03/1911|Asia, India, Darjeeling, Rungbong Valley, Gopaldhara||1|||non palearctic skin|Stevens, H.||||||||1
37083|NEWHM : B077.23|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|12/11/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo||1|||non palearctic skin|Stevens, H.||||||||1
37084|NEWHM : B077.24|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie. Iris red-brown. bill & orbital ring coral-red. claw reddish-horny.||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|30/10/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||||non palearctic skin|Stevens, H.||||||||1
37085|NEWHM : B077.25|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie. Iris red-brown. Orbital ring, bill and tarsus coral red claw reddish-horny.||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|28/11/1905|Asia, India, Upper Assam, North Lakhimpur, Dafla Hills, Panchnoi River|1||||non palearctic skin|Stevens, H.||||||||1
37086|NEWHM : B077.26|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Green Magpie||Non palearctic skin of a Green Magpie||Green Magpie|Corvidae : : : Aves : Chordata|Stevens, H.|1903-04-|Asia, India, Upper Assam, Dibrugarh, Rungagora||1|||non palearctic skin|Stevens, H.||||||||1
37087|NEWHM : B077.27|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Grey Treepie||Non palearctic skin of a Grey Treepie||Grey Treepie|Corvidae : : : Aves : Chordata|Stevens, H.|29/12/1902|Asia, India, Upper Assam, Dibrugarh, Margherita||1|||non palearctic skin|Stevens, H.||||||||1
37088|NEWHM : B077.28|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Grey Treepie||Non palearctic skin of a Grey Treepie||Grey Treepie|Corvidae : : : Aves : Chordata|Stevens, H.|27/03/1903|Asia, India, Upper Assam, Dibrugarh, Margherita|1||||non palearctic skin|Stevens, H.||||||||1
37089|NEWHM : B077.29|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Grey Treepie||Non palearctic skin of a Grey Treepie||Grey Treepie|Corvidae : : : Aves : Chordata|Straker, Alfred H.||India Or Burma, Assam (?)|||||non palearctic skin|||||||||1
37090|NEWHM : B077.30|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Grey Trepee||Non palearctic skin of a Grey Trepee. Very scruffy. possibly juvenile? both legs damaged.||Grey Treepie|Corvidae : : : Aves : Chordata|||Nepal|||||non palearctic skin|||||||||1
37091|NEWHM : B077.31|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Grey Treepie||Non palearctic skin of a Grey Treepie||Grey Treepie|Corvidae : : : Aves : Chordata|Stevens, H.|01/01/1912|Asia, India, Darjeeling, Rungbong Valley, Gopaldhara|1||||non palearctic skin|Stevens, H.||||||||1
37092|NEWHM : B077.32|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Grey Treepie||Non palearctic skin of a Grey Treepie||Grey Treepie|Corvidae : : : Aves : Chordata|Stevens, H.||Sikkim Border, Darjeeling, Rungbong Valley, Gopaldhara|1||||non palearctic skin|Stevens, H.||||||||1
37093|NEWHM : B077.33|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Grey Treepie||Non palearctic skin of a Grey Treepie||Grey Treepie|Corvidae : : : Aves : Chordata|Stevens, H.|14/02/1906|Asia, India, Upper Assam, Abor Miri, Hills Around Beni||1|||non palearctic skin|Stevens, H.||||||||1
37113|NEWHM : B077.53|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Chinese Babax||Non palearctic skin of a Chinese Babax||Chinese Babax|Muscicapidae - Timaliinae : : : Aves : Chordata|Weigold, Dr|02/05/1915|Asia, China, Szechwan, Waschan|1||||non palearctic skin|||||||||1
37114|NEWHM : B077.54|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Chinese Babax||Non palearctic skin of a Chinese Babax||Chinese Babax|Muscicapidae - Timaliinae : : : Aves : Chordata|Weigold, Dr|07/05/1915|Asia, China, Szechwan, Waschan||1|||non palearctic skin|||||||||1
37115|NEWHM : B077.55|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Killdeer||Non palearctic skin of a Killdeer. Length when fresh 10 inches. skin around eye red.||Killdeer|Charadriidae : : : Aves : Chordata|Brooks, Allan C.|1886-04-28|North America, Canada, Ontario, Milton|1||||non palearctic skin|||||||||1
37131|NEWHM : B077.71|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Rock Partridge||Skin of a Rock Partridge||Rock Partridge|Phasianidae : : : Aves : Chordata|Tristram, H. B.|1864-03-16|Jordan, Mount Tabor||1|||skin|||||||||1
37133|NEWHM : B077.73|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|||Skin of a Red-Legged Partridge||Red-legged Partridge|Phasianidae : : : Aves : Chordata||||1||adult||skin (ex mount)|||||||||1
37149|NEWHM : B077.89|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Common Coucal||Non palearctic skin of a Common Coucal||Common Coucal|Cuculidae : : : Aves : Chordata|Stevens, H.|16/07/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo||1|||non palearctic skin|Stevens, H.||||||||1
37150|NEWHM : B077.90|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Lesser Coucal||Non palearctic skin of a Lesser Coucal||Lesser Coucal|Cuculidae : : : Aves : Chordata|Stevens, H.|01/06/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo||1|||non palearctic skin|Stevens, H.|||||||<SUMMARY-DESCRIPT>: Before repair.|1
37151|NEWHM : B077.91|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Lesser Coucal||Non palearctic skin of a Lesser Coucal. Small specimen.||Lesser Coucal|Cuculidae : : : Aves : Chordata|Stevens, H.|20/04/1907|Asia, India, Upper Assam, North Lakhimpur, Dejoo||1|late juvenile (?)||non palearctic skin|Stevens, H.|||||||<SUMMARY-DESCRIPT>: Before repair.|1
37152|NEWHM : B077.92|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Lesser Coucal||Non palearctic skin of a Lesser Coucal||Lesser Coucal|Cuculidae : : : Aves : Chordata|||Borneo|||||non palearctic skin||||||||<SUMMARY-DESCRIPT>: Before repair.|1
37153|NEWHM : B077.93|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Lesser Coucal||Non palearctic skin of a Lesser Coucal||Lesser Coucal|Cuculidae : : : Aves : Chordata|Stevens, H.|30/11/1908|Asia, India, Upper Assam, North Lakhimpur, Dejoo||1|juvenile||non palearctic skin|Stevens, H.|||||||<SUMMARY-DESCRIPT>: Before repair.|1
37160|NEWHM : B078.00|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Common Coucal||Non palearctic skin of a Common Coucal. Iris crimson. bill and tarsus black.||Common Coucal|Cuculidae : : : Aves : Chordata|Stevens, H.|10/11/1901|Asia, India, Upper Assam, Dibrugarh, Rungagora||1|adult||non palearctic skin|Stevens, H.||||||||1
37163|NEWHM : B078.03|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Slaty-backed Forktail||Non palearctic skin of a Slaty-backed Forktail||Slaty-backed Forktail|Muscicapidae - Turdinae : : : Aves : Chordata|Stevens, H.|04/12/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo River|1||||non palearctic skin|Stevens, H.||||||||1
37165|NEWHM : B078.05|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Slaty-backed Forktail||Non palearctic skin of a Slaty-backed Forktail||Slaty-backed Forktail|Muscicapidae - Turdinae : : : Aves : Chordata|Stevens, H.|11/12/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo River||1|||non palearctic skin|Stevens, H.||||||||1
37173|NEWHM : B078.13|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|White-eyed Quaker Babbler||Non palearctic skin of a White-eyed Quaker Babbler||White-eyed Quaker Babbler|Muscicapidae - Timaliinae : : : Aves : Chordata|Stevens, H.|26/04/1903|Asia, India, Upper Assam, North Lakhimpur, Dejoo||1|||non palearctic skin|Stevens, H.||||||||1
37174|NEWHM : B078.14|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|White-eyed Quaker Babbler||Non palearctic skin of a White-eyed Quaker Babbler||White-eyed Quaker Babbler|Muscicapidae - Timaliinae : : : Aves : Chordata|Stevens, H.|13/02/1906|Asia, India, Upper Assam, North Frontier, Abor Miri Hills, Beni Chang||1|||non palearctic skin|Stevens, H.||||||||1
37175|NEWHM : B078.15|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|White-eyed Quaker Babbler||Non palearctic skin of a White-eyed Quaker Babbler||White-eyed Quaker Babbler|Muscicapidae - Timaliinae : : : Aves : Chordata|Stevens, H.|30/05/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||||non palearctic skin|Stevens, H.||||||||1
37176|NEWHM : B078.16|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|White-eyed Quaker Babbler||Non palearctic skin of a White-eyed Quaker Babbler||White-eyed Quaker Babbler|Muscicapidae - Timaliinae : : : Aves : Chordata|Stevens, H.|10/02/1906|Asia, India, Upper Assam, North Frontier, Abor Miri Hills, Beni Chang||1|||non palearctic skin|Stevens, H.||||||||1
37177|NEWHM : B078.17|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|White-eyed Quaker Babbler||Non palearctic skin of a White-eyed Quaker Babbler||White-eyed Quaker Babbler|Muscicapidae - Timaliinae : : : Aves : Chordata|Stevens, H.|12/02/1906|Asia, India, Upper Assam, North Frontier, Abor Miri Hills, Beni Chang||1|||non palearctic skin|Stevens, H.||||||||1
37178|NEWHM : B078.18|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|White-eyed Quaker Babbler||Non palearctic skin of a White-eyed Quaker Babbler||White-eyed Quaker Babbler|Muscicapidae - Timaliinae : : : Aves : Chordata|Stevens, H.|13/02/1906|Asia, India, Upper Assam, North Frontier, Abor Miri Hills, Beni Chang|1||||non palearctic skin|Stevens, H.||||||||1
37179|NEWHM : B078.19|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|White-eyed Quaker Babbler||Non palearctic skin of a White-eyed Quaker Babbler||White-eyed Quaker Babbler|Muscicapidae - Timaliinae : : : Aves : Chordata|Stevens, H.|18/11/1902|Asia, India, Upper Assam, Dibrugarh, Margherita|1||||non palearctic skin|Stevens, H.||||||||1
37180|NEWHM : B078.20|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Lesser Shortwing||Non palearctic skin of a Lesser Shortwing||Lesser Shortwing|Muscicapidae - Turdinae : : : Aves : Chordata|Stevens, H.|27/11/1910|Asia, India, Upper Assam, North Lakhimpur, Runganuddie Forest, Joyhing|1||||non palearctic skin|Stevens, H.||62.5|mm|||||1
37181|NEWHM : B078.21|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Lesser Shortwing||Non palearctic skin of a Lesser Shortwing||Lesser Shortwing|Muscicapidae - Turdinae : : : Aves : Chordata|Stevens, H.|30/11/1905|Asia, India, Upper Assam, North Lakhimpur, Dafla Hills, Panchnoi Camp||1|||non palearctic skin|Stevens, H.||59|mm|||||1
37182|NEWHM : B078.22|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Lesser Shortwing||Non palearctic skin of a Lesser Shortwing||Lesser Shortwing|Muscicapidae - Turdinae : : : Aves : Chordata|Stevens, H.|21/12/1902|Asia, India, Upper Assam, Dibrugarh, Margherita|1||||non palearctic skin|Stevens, H.||59|mm|||||1
37183|NEWHM : B078.23|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Lesser Shortwing||Non palearctic skin of a Lesser Shortwing||Lesser Shortwing|Muscicapidae - Turdinae : : : Aves : Chordata|Stevens, H.|18/05/1923|Nepal/Sikkim Frontier, Himalayas, Gopaldhara||1|adult||non palearctic skin|Stevens, H.||||||||1
