irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|ColCompleteNotes|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ExhTitle|ColPhysicalDescription|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|SpeNumberMale|SpeNumberFemale|SpeAge|SpePhase|SpeForm|PrepBy|SpeDatePrepared|DimLength|DimLengthUnit|DimWeightUnit|PhyColourPart|PhyColour|MulDescription|NumMulFiles
140951|NEWHM : HANM.6.811|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird mount|raven||Raven.||Common Raven, Northern Raven, Raven|Corvus corax : Corvidae : Passeriformes : Aves : Chordata|||||||||||||||||1
140949|NEWHM : HANM.6.809|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|skin|||Unidentified.||Common Raven, Northern Raven, Raven|Corvus corax : Corvidae : Passeriformes : Aves : Chordata|||||||||||||||||1
143409|NEWHM : HANM.1094|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird mount|crow||Blue wattled crow (species under threat).||Kokako, North Island Kokako, Blue-wattled Crow|Callaeas cinerea wilsoni : Callaeidae : Pesseriformes : Aves : Chordata|||||||||||||||||1
120259|NEWHM : B048.43|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|vertebrate|||Paddy field warbler.||||||||||||||||||||1
125588|NEWHM : HANM.2.337|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|kudu|||Kudu.||||||||||||||||||||1
125590|NEWHM : HANM.2.341|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|vertebrate|||Upper skull and horns.||Unidentified species| : : : :|||||||||||||||||1
127586|NEWHM : HANM.2.2337|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|vertebrate|||Velutina laevigata.||||||||||||||||||||1
130981|NEWHM : HANM.3.732|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||vertebrate|||Eulimidae (20).||Unidentified species| : : : :|||||||||||||||||1
131105|NEWHM : HANM.3.856|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|mammal|||Weasel.||||||||||||||||||||1
131106|NEWHM : HANM.3.857|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||vertebrate|||Tusk.||Elephant| : : : :|||||||||||||||||1
131107|NEWHM : HANM.3.858|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||vertebrate|||Tusk.||Elephant| : : : :|||||||||||||||||1
131108|NEWHM : HANM.3.859|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||small crocodile|||Small crocodile.||||||||||||||||||||1
131109|NEWHM : HANM.3.860|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|mammal|||Ocelot.||||||||||||||||||||1
131110|NEWHM : HANM.3.861|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||lizard|||Lizard.||||||||||||||||||||1
131111|NEWHM : HANM.3.862|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|turtle|||Turtle.||||||||||||||||||||12
131112|NEWHM : HANM.3.863|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|reptile mount|||Crocodile.||Crocodile|Reptilia & Crocodilia : : : :|||||||||||||||||1
131113|NEWHM : HANM.3.864|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||large crocodile|||Large crocodile.||||||||||||||||||||1
131114|NEWHM : HANM.3.865|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||green-headed bunting|||Green-headed bunting.||||||||||||||||||||1
131905|NEWHM : HANM.3.1656|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||reptile spirit specimen|lizard||2 lizards in one bottle of spirit (HM Customs and Excise item).||Lizard| : : : :|||||||||||||||||1
131922|NEWHM : HANM.3.1673|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|Horns (CUSTOMS)|||Horns (CUSTOMS).||||||||||||||||||||6
131924|NEWHM : HANM.3.1675|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|mount (HM Customs and Excise)|mongoose mount||Stuffed mongoose with cobra.||||||||||||||||||||1
131926|NEWHM : HANM.3.1677|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|handbag|||Snakeskin handbag. (HM Customs and Excise)||||||||||||||||||||1
131927|NEWHM : HANM.3.1678|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|unidentified specimen|||Unidentified specimen.||||||||||||||||||||2
131928|NEWHM : HANM.3.1679|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|unidentified specimen|||Unidentified specimen.||||||||||||||||||||2
131929|NEWHM : HANM.3.1680|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||Red grouse|||Red grouse.||||||||||||||||||||3
131930|NEWHM : HANM.3.1681|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||Red grouse|||Red grouse.||||||||||||||||||||3
131931|NEWHM : HANM.3.1682|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|Imperial eagle|||Imperial eagle.||||||||||||||||||||1
131932|NEWHM : HANM.3.1683|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|unidentified specimen|||Unidentified specimen.||||||||||||||||||||1
131951|NEWHM : HANM.3.1702|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|Vertebrate - bone (head of femur?) |||Vertebrate - bone from 'Treasures of the Sea'||||||||||||||||||||1
132213|NEWHM : HANM.3.1966|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132214|NEWHM : HANM.3.1967|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132216|NEWHM : HANM.3.1969|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Guillemot||Guillemot egg eggs.||Guillemot| : : : :|||||||||||||||||1
132218|NEWHM : HANM.3.1971|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132220|NEWHM : HANM.3.1973|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132221|NEWHM : HANM.3.1974|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132222|NEWHM : HANM.3.1975|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132223|NEWHM : HANM.3.1976|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132224|NEWHM : HANM.3.1977|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||3|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132225|NEWHM : HANM.3.1978|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot egg eggs.||Guillemot| : : : :|||||||||||||||||1
132226|NEWHM : HANM.3.1979|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132227|NEWHM : HANM.3.1980|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132228|NEWHM : HANM.3.1981|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||3|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132229|NEWHM : HANM.3.1982|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||5|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132230|NEWHM : HANM.3.1983|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||3|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132231|NEWHM : HANM.3.1984|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132232|NEWHM : HANM.3.1985|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132233|NEWHM : HANM.3.1986|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132234|NEWHM : HANM.3.1987|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||3|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132235|NEWHM : HANM.3.1988|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132236|NEWHM : HANM.3.1989|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132237|NEWHM : HANM.3.1990|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132238|NEWHM : HANM.3.1991|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132239|NEWHM : HANM.3.1992|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132240|NEWHM : HANM.3.1993|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132241|NEWHM : HANM.3.1994|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||3|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132242|NEWHM : HANM.3.1995|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132243|NEWHM : HANM.3.1996|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132244|NEWHM : HANM.3.1997|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132245|NEWHM : HANM.3.1998|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132246|NEWHM : HANM.3.1999|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||3|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132247|NEWHM : HANM.3.2000|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132248|NEWHM : HANM.3.2001|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132249|NEWHM : HANM.3.2002|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132250|NEWHM : HANM.3.2003|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132251|NEWHM : HANM.3.2004|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot (?)||Common Guillemot/Razorbill eggs.||Common Guillemot/, Razorbill| : : : :|||||||||||||||||1
132252|NEWHM : HANM.3.2005|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||3|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132253|NEWHM : HANM.3.2006|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Guillemot||Guillemot egg eggs.||Guillemot| : : : :|||||||||||||||||1
132254|NEWHM : HANM.3.2007|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132255|NEWHM : HANM.3.2008|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132256|NEWHM : HANM.3.2009|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132257|NEWHM : HANM.3.2010|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot (?)||Common Guillemot/Razorbill eggs.||Common Guillemot/, Razorbill| : : : :|||||||||||||||||1
132258|NEWHM : HANM.3.2011|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132259|NEWHM : HANM.3.2012|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132260|NEWHM : HANM.3.2013|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Common Guillemot||Common Guillemot eggs.||Common Guillemot| : : : :|||||||||||||||||1
132261|NEWHM : HANM.3.2014|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Guillemot||Guillemot egg eggs.||Guillemot| : : : :|||||||||||||||||1
132262|NEWHM : HANM.3.2015|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Guillemot||Bird eggs from a Guillemot.||Guillemot| : : : :|||||||||||||||||1
132263|NEWHM : HANM.3.2016|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Guillemot||Guillemot eggs.||Guillemot| : : : :|||||||||||||||||1
132636|NEWHM : HANM.3.2353|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg, bird nest|Stock Dove||Bird egg and nest of a Stock Dove||Stock dove nest| : : : :|||||||egg|nest|||||||||1
132637|NEWHM : HANM.3.2354|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg, bird nest|Ring Dove||Bird egg and nest of a Ring Dove.||Ring dove nest| : : : :|||||||egg|nest|||||||||1
132638|NEWHM : HANM.3.2355|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove egg eggs.||Stock dove| : : : :|||||||||||||||||1
132639|NEWHM : HANM.3.2356|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132640|NEWHM : HANM.3.2357|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132641|NEWHM : HANM.3.2358|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132642|NEWHM : HANM.3.2359|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132643|NEWHM : HANM.3.2360|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132644|NEWHM : HANM.3.2361|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132645|NEWHM : HANM.3.2362|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132646|NEWHM : HANM.3.2363|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132647|NEWHM : HANM.3.2364|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132648|NEWHM : HANM.3.2365|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Stock Dove||Stock Dove eggs.||Stock Dove| : : : :|||||||||||||||||1
132649|NEWHM : HANM.3.2366|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Stock Dove||Stock Dove egg eggs.||Stock dove| : : : :|||||||||||||||||1
132650|NEWHM : HANM.3.2367|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132651|NEWHM : HANM.3.2368|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132652|NEWHM : HANM.3.2369|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Stock Dove||Stock Dove eggs.||Stock Dove| : : : :|||||||||||||||||1
132653|NEWHM : HANM.3.2370|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132654|NEWHM : HANM.3.2371|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132655|NEWHM : HANM.3.2372|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132656|NEWHM : HANM.3.2373|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Stock Dove||Stock Dove eggs.||Stock Dove| : : : :|||||||||||||||||1
132657|NEWHM : HANM.3.2374|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132658|NEWHM : HANM.3.2375|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132659|NEWHM : HANM.3.2376|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132660|NEWHM : HANM.3.2377|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132661|NEWHM : HANM.3.2378|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132662|NEWHM : HANM.3.2379|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132663|NEWHM : HANM.3.2380|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132664|NEWHM : HANM.3.2381|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132665|NEWHM : HANM.3.2382|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132666|NEWHM : HANM.3.2383|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132667|NEWHM : HANM.3.2384|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132668|NEWHM : HANM.3.2385|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132669|NEWHM : HANM.3.2386|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132670|NEWHM : HANM.3.2387|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||3|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132671|NEWHM : HANM.3.2388|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132672|NEWHM : HANM.3.2389|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132673|NEWHM : HANM.3.2390|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132674|NEWHM : HANM.3.2391|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Stock Dove||Stock Dove eggs.||Stock dove (9)| : : : :|||||||||||||||||1
132675|NEWHM : HANM.3.2392|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Stock Dove||Stock Dove eggs.||Stock dove| : : : :|||||||||||||||||1
132676|NEWHM : HANM.3.2393|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Rockdove||Rockdove eggs.||Rock Dove| : : : :|||||||||||||||||1
132677|NEWHM : HANM.3.2394|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Rockdove||Rockdove eggs.||Rock Dove| : : : :|||||||||||||||||1
132678|NEWHM : HANM.3.2395|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Rockdove||Rockdove eggs.||Rock Dove| : : : :|||||||||||||||||1
132679|NEWHM : HANM.3.2396|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Rockdove||Rockdove eggs.||Rock Dove| : : : :|||||||||||||||||1
132680|NEWHM : HANM.3.2397|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Rockdove||Rockdove eggs.||Rock Dove| : : : :|||||||||||||||||1
132681|NEWHM : HANM.3.2398|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Rockdove||Rockdove eggs.||Rock Dove| : : : :|||||||||||||||||1
132682|NEWHM : HANM.3.2399|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Rockdove||Rockdove eggs.||Rock Dove| : : : :|||||||||||||||||1
132683|NEWHM : HANM.3.2400|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Rockdove||Rockdove eggs.||Rock dove (4)| : : : :|||||||||||||||||1
132684|NEWHM : HANM.3.2401|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Rockdove||Rockdove eggs.||Rock Dove| : : : :|||||||||||||||||1
132685|NEWHM : HANM.3.2402|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Rockdove||Rockdove eggs.||Rock Dove| : : : :|||||||||||||||||1
132686|NEWHM : HANM.3.2403|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers|||bird egg|Rockdove||Rockdove eggs.||Rock dove (4)| : : : :|||||||||||||||||1
132687|NEWHM : HANM.3.2404|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Rock Dove||Bird egg from a Rockdove.||Rock Dove| : : : :|||||||||||||||||1
132688|NEWHM : HANM.3.2405|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Turtle Dove||Turtle Dove eggs.||Turtle dove| : : : :|||||||||||||||||1
132689|NEWHM : HANM.3.2406|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Turtle Dove||Turtle Dove eggs.||Turtle dove| : : : :|||||||||||||||||1
132690|NEWHM : HANM.3.2407|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Turtle Dove||Turtle Dove eggs.||Turtle dove| : : : :|||||||||||||||||1
132691|NEWHM : HANM.3.2408|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Turtle Dove||Turtle Dove eggs.||Turtle dove| : : : :|||||||||||||||||1
132692|NEWHM : HANM.3.2409|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Turtle Dove||Turtle Dove eggs.||Turtle dove| : : : :|||||||||||||||||1
132693|NEWHM : HANM.3.2410|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||3|bird egg|Turtle Dove||Turtle Dove eggs.||Turtle dove| : : : :|||||||||||||||||1
132694|NEWHM : HANM.3.2411|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Turtle Dove||Turtle Dove eggs.||Turtle dove| : : : :|||||||||||||||||1
132695|NEWHM : HANM.3.2412|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||1|bird egg|Turtle Dove||Turtle Dove eggs.||Turtle dove| : : : :|||||||||||||||||1
132696|NEWHM : HANM.3.2413|Natural Sciences|Vertebrate Zoology|GNM: Hancock Temporary Numbers||2|bird egg|Turtle Dove||Turtle Dove eggs.||Turtle dove| : : : :|||||||||||||||||1
