irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|ColCompleteNotes|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ExhTitle|ColPhysicalDescription|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|SpeNumberMale|SpeNumberFemale|SpeAge|SpePhase|SpeForm|PrepBy|SpeDatePrepared|DimLength|DimLengthUnit|DimWeightUnit|PhyColourPart|PhyColour|MulDescription|NumMulFiles
31658|NEWHM : B022.96|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Emerald Cuckoo||Non palearctic skin of a Emerald Cuckoo. Iris red brown, orbital skin and gape waxy red, bill yellow, tip dusky, tarsus olive green.||Emerald Cuckoo|Cuculidae : : : Aves : Chordata|Stevens, H.|20/04/1907|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||adult||non palearctic skin|Stevens, H.||||||||1
31660|NEWHM : B022.98|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Emerald Cuckoo||Non palearctic skin of a Emerald Cuckoo. Iris red brown, orbits & gape vermilton orange, bill yellowish orange, dusky at tip, tarsus dark olivaceous, claws black.||Emerald Cuckoo|Cuculidae : : : Aves : Chordata|Stevens, H.|02/05/1918|Asia, India, Darjeeling, Rungbong Valley, Gopaldhara|1||adult||non palearctic skin|||||||||1
31664|NEWHM : B023.02|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Stock Dove||Skin of a Stock Dove||Stock Dove|Columbidae : : : Aves : Chordata|Savage, A.|1866-04-19|UK, England, North Yorkshire (NE England), Catterick, Hornby|1||adult||skin|||||||||1
31677|NEWHM : B023.15|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Snow Pigeon||Skin of a Snow Pigeon||Snow Pigeon|Columbidae : : : Aves : Chordata|Stevens, H.|28/02/1920|Sikkim, Lachung|1||||skin|Stevens, H.||243|mm|||||1
31717|NEWHM : B023.55|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Swift||Skin of a Swift||Swift|Apodidae : : : Aves : Chordata|Clayton, M.|15/05/1967|UK, England, Northumberland (NE England), Stocksfield|1||adult||skin|Burleigh, D. G.||||g||||1
31719|NEWHM : B023.57|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Swift||Skin of a Swift. Breeding. Iris - dark brown, bill - black, feet - black.||Swift|Apodidae : : : Aves : Chordata|Plowden-Wardlaw, W. J.|06/06/1962|Austria, North Ost, St. Valentin||1|adult||skin|||||||||1
31720|NEWHM : B023.58|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Swift||Skin of a Swift||Swift|Apodidae : : : Aves : Chordata|Leyshon|02/07/1965|UK, England, Tyne and Wear (NE England), Cullercoats||1|||skin|Morgan, T.||||g||||1
31722|NEWHM : B023.60|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Swift||Skin of a Swift||Swift|Apodidae : : : Aves : Chordata|Wishart, R.|07/06/1973|UK, England, Tyne and Wear (NE England), Monkseaton|||||skin|Burleigh, D. G.||||g||||1
31723|NEWHM : B023.61|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Swift||Skin of a Swift||Swift|Apodidae : : : Aves : Chordata|Nimmo, A.|1974|UK, England, Northumberland, Hexham|1||adult||skin|Burleigh, D. G.||||g||||1
31725|NEWHM : B023.63|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Swift||Skin of a Swift||Swift|Apodidae : : : Aves : Chordata|Wilson, N.|17/05/1967|UK, England, Tyne and Wear, Newcastle upon Tyne, Jesmond||1|adult||skin|Burleigh, D. G.||||g||||1
31728|NEWHM : B023.66|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Swift||Skin of a Swift. Iris - black, bill - black, legs - black.||Swift|Apodidae : : : Aves : Chordata|Nisbet, F.|10/06/1935|UK, Scotland, Tayside, Pitlochry||1|adult||skin|||||||||1
31735|NEWHM : B023.73|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|House Swift||Skin of a House Swift||House Swift|Apodidae : : : Aves : Chordata|Stevens, H.|12/02/1905|Asia, India, Upper Assam, North Lakhimpur, Joyhing|1||||skin|Stevens, H.||||||||1
31736|NEWHM : B023.74|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|House Swift||Skin of a House Swift. Outer retrices 0.2 ins. Longer than middle pair.||House Swift|Apodidae : : : Aves : Chordata|Stevens, H.|23/05/1912|East Nepal, Himalayas, Maikola Valley|1||||skin|Stevens, H.||132|mm|||||1
31737|NEWHM : B023.75|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|House Swift||Skin of a House Swift||House Swift|Apodidae : : : Aves : Chordata|Stevens, H.|10/04/1923|Asia, India, Darjeeling, Rungbong Valley, Gopaldhara||1|||skin|Stevens, H.||||||||1
31738|NEWHM : B023.76|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|House Swift||Skin of a House Swift.Outer retrices 0.2 ins. Longer than middle pair.||House Swift|Apodidae : : : Aves : Chordata|Stevens, H.|22/05/1912|East Nepal, Himalayas, Maikola Valley||1|||skin|Stevens, H.||132|mm|||||1
31740|NEWHM : B023.78|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|House Swift||Skin of a House Swift||House Swift|Apodidae : : : Aves : Chordata|Stevens, H.|12/02/1905|Asia, India, Upper Assam, North Lakhimpur, Joyhing|1||||skin|Stevens, H.||||||||1
31753|NEWHM : B023.91|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Indian Roller||Skin of an Indian Roller. Q 1.1 in. l 1.5 in. total len. - 13 in. see note for further details. Iris - brown.||Indian Roller|Coraciidae : : : Aves : Chordata|Inglis, C. M.|1896-03-23|Asia, India, Tirhut, Somastipur|1||||skin|||185, 185|mm|||||1
31757|NEWHM : B023.95|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Indian Roller||Skin of an Indian Roller||Indian Roller|Coraciidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie|1||||skin|Stevens, H.||||||||1
31759|NEWHM : B023.97|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Indian Roller||Skin of an Indian Roller||Indian Roller|Coraciidae : : : Aves : Chordata|Stevens, H.|23/11/1901|Asia, India, Upper Assam, Dibrugarh, Rungagora||1|||skin|Stevens, H.||||||||1
31760|NEWHM : B023.98|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Indian Roller||Skin of an Indian Roller||Indian Roller|Coraciidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie||1|||skin|Stevens, H.||||||||1
31762|NEWHM : B024.00|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Indian Roller||Skin of an Indian Roller||Indian Roller|Coraciidae : : : Aves : Chordata|Stevens, H.|29/03/1903|Asia, India, Upper Assam, Dibrugarh, Rungagora||1|||skin|Stevens, H.||||||||1
31794|NEWHM : B024.32|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Short-eared Owl||Skin of a Short-eared Owl||Short-eared Owl|Strigidae : : : Aves : Chordata|Allison, James|30/10/1920|UK, England, Northumberland (NE England), Holy Island||1|adult||skin|Mackay, H.||||g||||1
31802|NEWHM : B024.40|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|African Marsh Owl||Skin of an African Marsh Owl. Iris brown, feet greyish-brown, bill brown.||African Marsh Owl|Asio capensis : Strigidae : Strigiformes : Aves : Chordata|Ridley, The Honourable Matthew W.|04/12/1951|Africa, Kenya, Gilgil, Kekope||1|adult||skin|||||||||1
31863|NEWHM : B025.01|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Plaintive Cuckoo||Non palearctic skin of a Plaintive Cuckoo. Iris pale red brown, bill dark horny with a tinge of yellow on the lower mandible. Tarsus dusky yellow, claw dark brown.||Plaintive Cuckoo|Cuculidae : : : Aves : Chordata|Stevens, H.|21/04/1907|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||adult||non palearctic skin|Stevens, H.||||||||1
31864|NEWHM : B025.02|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Plaintive Cuckoo||Non palearctic skin of a Plaintive Cuckoo||Plaintive Cuckoo|Cuculidae : : : Aves : Chordata|Stevens, H.|11/04/1903|Asia, India, Upper Assam, Dibrugarh, Rungagora|1||adult||non palearctic skin|Stevens, H.||||||||1
31867|NEWHM : B025.05|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Plaintive Cuckoo||Non palearctic skin of a Plaintive Cuckoo. Iris venetian red, orbital skin, gape and inside mouth, red. Bill dark horny black, tarsus yellow ochrous, claw horny black.||Plaintive Cuckoo|Cuculidae : : : Aves : Chordata|Stevens, H.|15/04/1907|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||adult||non palearctic skin|Stevens, H.||||||||1
31868|NEWHM : B025.06|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Plaintive Cuckoo||Non palearctic skin of a Plaintive Cuckoo||Plaintive Cuckoo|Cuculidae : : : Aves : Chordata|Stevens, H.|27/10/1903|Asia, India, Upper Assam, Dibrugarh, Rungagora|1||adult||non palearctic skin|Stevens, H.||||||||1
31870|NEWHM : B025.08|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Plaintive Cuckoo||Non palearctic skin of a Plaintive Cuckoo||Plaintive Cuckoo|Cuculidae : : : Aves : Chordata|Stevens, H.|27/05/1907|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||adult||non palearctic skin|Stevens, H.||||||||1
31871|NEWHM : B025.09|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Plaintive Cuckoo||Non palearctic skin of a Plaintive Cuckoo||Plaintive Cuckoo|Cuculidae : : : Aves : Chordata|Stevens, H.|20/12/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo||1|adult||non palearctic skin|Stevens, H.||||||||1
31872|NEWHM : B025.10|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Plaintive Cuckoo||Non palearctic skin of a Plaintive Cuckoo. Iris pale brown, inside mouth salmon red. note 'procured around bungalow'.||Plaintive Cuckoo|Cuculidae : : : Aves : Chordata|Stevens, H.|28/11/1910|Asia, India, Upper Assam, North Lakhimpur, Dejoo||1|adult||non palearctic skin|||||||||1
31873|NEWHM : B025.11|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Plaintive Cuckoo||Non palearctic skin of a Plaintive Cuckoo. Iris venetian red with a whitish outer ring, orbital skin yellowish dusky, bill blackish dusky at base of lower mandible reddish, tarsus yellow-ochre and black. Cacomantis merulinus according to Oates and Blanford, vol.3, p218.||Plaintive Cuckoo|Cuculidae : : : Aves : Chordata|Stevens, H.|17/04/1907|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||adult||non palearctic skin|Stevens, H.||||||||1
31877|NEWHM : B025.15|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Snowy Owl||Skin of a Snowy Owl||Snowy Owl|Strigidae : : : Aves : Chordata|Rosenburg, W. F.H.|11/11/1906|Greenland, Sukkertoppen|1||adult||skin|||||||||1
31953|NEWHM : B025.91|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Robson, T.|1868-02-10|Turkey, Gokesou||1|adult||skin|||||||||1
31958|NEWHM : B025.96|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Barrah, M. G.|03/09/1972|UK, England, Northumberland (NE England), Seaton Sluice||1|adult||skin|Anckorn, K. W.||||g||||1
31960|NEWHM : B025.98|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Bell, I.||UK, England, Northumberland (NE England), Morpeth|1||adult||skin|Mcclaine, J.||||g||||1
31962|NEWHM : B026.00|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Lambert, C.|03/06/1933|UK, England, Tyne and Wear, Newcastle upon Tyne, Jesmond||1|juvenile||skin|||||||||1
32001|NEWHM : B026.39|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Long-tailed Nightjar||Non palearctic skin of a Long-tailed Nightjar||Long-tailed Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|08/11/1901|Asia, India, Upper Assam, Dibrugarh, Rungagora||1|adult||non palearctic skin|Stevens, H.||213|mm|||||1
32003|NEWHM : B026.41|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Long-tailed Nightjar||Non palearctic skin of a Long-tailed Nightjar||Long-tailed Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|24/06/1910|Asia, India, Upper Assam, North Lakhimpur, Dejoo||1|juvenile||non palearctic skin|Stevens, H.||193|mm|||||1
32004|NEWHM : B026.42|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Long-tailed Nightjar||Non palearctic skin of a Long-tailed Nightjar||Long-tailed Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|12/02/1911|Asia, India, Assam, Gauhati|1||adult||non palearctic skin|Stevens, H.||206|mm|||||1
32005|NEWHM : B026.43|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Long-tailed Nightjar||Non palearctic skin of a Long-tailed Nightjar||Long-tailed Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|12/09/1908|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||adult||non palearctic skin|Stevens, H.||219|mm|||||1
32006|NEWHM : B026.44|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Red-necked Nightjar||Skin of a Red-necked Nightjar||Red-necked Nightjar|Caprimulgidae : : : Aves : Chordata|Chapman, Abel|1872-06-11|South Spain, Coto Donana|1||adult||skin|||||||||1
32008|NEWHM : B026.46|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Long-tailed Nightjar||Non palearctic skin of a Long-tailed Nightjar. Iris dark brown. Bill pinkish brown, with tip dark, tarsus lilaceous brown.||Long-tailed Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|21/07/1907|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||||non palearctic skin|Stevens, H.||200|mm|||||1
32009|NEWHM : B026.47|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Long-tailed Nightjar||Non palearctic skin of a Long-tailed Nightjar. Head almost detached.||Long-tailed Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|08/11/1901|Asia, India, Upper Assam, Dibrugarh, Rungagora||1|adult||non palearctic skin|Stevens, H.||219|mm|||||1
32010|NEWHM : B026.48|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Long-tailed Nightjar||Non palearctic skin of a Long-tailed Nightjar. Bill - purplish flesh colour, black at tip. Tarsi - dirty flesh colour with a purplish tinge. Claws - dark. Head detached.||Long-tailed Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|1901|Asia, India, Upper Assam, Dibrugarh, Rungagora||1|adult||non palearctic skin|||211|mm|||||1
32011|NEWHM : B026.49|Natural Sciences|Vertebrate Zoology|Birds||1|non palearctic bird skin|Long-tailed Nightjar||Non palearctic skin of a Long-tailed Nightjar||Long-tailed Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|07/12/1905|Asia, India, Upper Assam, North Lakhimpur, Gagaldhubie|1||adult||non palearctic skin|Stevens, H.||214|mm|||||1
32014|NEWHM : B026.52|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Jungle Nightjar||Skin of a Jungle Nightjar||Jungle Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|22/05/1912|East Nepal, Himalayas, Maikola Valley||1|adult||skin|Stevens, H.||200|mm|||||1
32015|NEWHM : B026.53|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Jungle Nightjar||Skin of a Jungle Nightjar||Jungle Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|28/12/1911|Sikkim Border, Rungbong Valley, Gopaldhara|1||adult||skin|Stevens, H.||206|mm|||||1
32016|NEWHM : B026.54|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Jungle Nightjar||Skin of a Jungle Nightjar||Jungle Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|12/02/1905|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||||skin|Stevens, H.||199|mm|||||1
32017|NEWHM : B026.55|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Jungle Nightjar||Skin of a Jungle Nightjar||Jungle Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|27/01/1922|Eastern Duars, Raidak River, Bhotan Ghat|1||||skin|Stevens, H.||193|mm|||||1
32018|NEWHM : B026.56|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Jungle Nightjar||Skin of a Jungle Nightjar||Jungle Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|25/12/1911|Sikkim Border, Rungbong Valley, Gopaldhara|1||adult||skin|Stevens, H.||208|mm|||||1
32019|NEWHM : B026.57|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Jungle Nightjar||Skin of a Jungle Nightjar||Jungle Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|23/12/1911|Sikkim Border, Rungbong Valley, Gopaldhara|1||adult||skin|Stevens, H.||203|mm|||||1
32021|NEWHM : B026.59|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Nightjar||Skin of a Nightjar||Nightjar|Caprimulgidae : : : Aves : Chordata|Russell Goddard, T.|02/06/1939|UK, England, Northumberland (NE England), Farnes, Watchers' House|1||adult||skin|||||||||1
32022|NEWHM : B026.60|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Nightjar||Skin of a Nightjar||Nightjar|Caprimulgidae : : : Aves : Chordata|Stevens, H.|01/05/1909|Balearic Isles, Coast Of Spain||1|||skin|Stevens, H.||||||||1
32043|NEWHM : B026.81|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|House Crow||Skin of a House Crow||House Crow|Corvidae : : : Aves : Chordata|Stevens, H.|19/12/1905|Asia, India, Upper Assam, North Lakhimpur, Gogaldhubie||1|adult||skin|Stevens, H.||||||||1
32044|NEWHM : B026.82|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|House Crow||Skin of a House Crow||House Crow|Corvidae : : : Aves : Chordata|Stevens, H.|07/06/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||adult||skin|Stevens, H.||||||||1
32049|NEWHM : B026.87|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Jackdaw||Skin of a Jackdaw. White patches on abdomen and back.||Jackdaw|Corvidae : : : Aves : Chordata|Lupton, J.|04/06/1936|UK, England, Northumberland (NE England), Alnwick, Lemmington Hall||1|adult||skin|Cooke, S. E.||||||||1
32054|NEWHM : B026.92|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Jackdaw||Skin of a Jackdaw||Jackdaw|Corvidae : : : Aves : Chordata|G.K.|29/03/1908|Europe, Sweden, Bohustan||1|adult||skin|||||||||1
32057|NEWHM : B026.95|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Jackdaw||Skin of a Jackdaw||Jackdaw|Corvidae : : : Aves : Chordata|Thurgar|26/04/1966|UK, England, North Yorkshire, Ravensworth|1||adult||skin|Burleigh, D. G.||||g||||1
32066|NEWHM : B027.04|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Cooper, N.|06/12/1935|UK, England, Northumberland (NE England), Ponteland|1||adult||skin|||||||||1
32068|NEWHM : B027.06|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Bell, D.|16/07/1971|UK, England, Durham, Framwell Gate Moor|1||adult||skin|Seddon, J. G.||||g||||1
32072|NEWHM : B027.10|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Brooks, W. E.|1869-11-05|India, Etawah|1||adult||skin|||||||||1
32077|NEWHM : B027.15|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie|1||adult||skin|Stevens, H.||||||||1
32078|NEWHM : B027.16|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie||1|adult||skin|Stevens, H.||||||||1
32079|NEWHM : B027.17|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie|1||adult||skin|Stevens, H.||||||||1
32080|NEWHM : B027.18|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie|1||adult||skin|Stevens, H.||||||||1
32081|NEWHM : B027.19|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie||1|adult||skin|Stevens, H.||||||||1
32082|NEWHM : B027.20|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie||1|adult||skin|Stevens, H.||||||||1
32083|NEWHM : B027.21|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie|1||adult||skin|Stevens, H.||||||||1
32084|NEWHM : B027.22|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie|1||adult||skin|Stevens, H.||||||||1
32085|NEWHM : B027.23|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|1903-03-|Asia, India, Upper Assam, Dibrugarh, Below Dinjan, River Dibru||1|adult||skin|Stevens, H.||||||||1
32086|NEWHM : B027.24|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|31/03/1903|Asia, India, Upper Assam, Dibrugarh, Margherita||1|adult||skin|Stevens, H.||||||||1
32087|NEWHM : B027.25|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Kingfisher||Skin of a Kingfisher||Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|29/01/1905|Asia, India, Upper Assam, North Lakhimpur, Dholong River|1||||skin|Stevens, H.||||||||1
32110|NEWHM : B027.48|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Lesser Pied Kingfisher||Skin of a Lesser Pied Kingfisher||Lesser Pied Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|04/06/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo||1|adult||skin|Stevens, H.||||||||1
32111|NEWHM : B027.49|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Lesser Pied Kingfisher||Skin of a Lesser Pied Kingfisher||Lesser Pied Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|1904-09-|Asia, India, Upper Assam, Sibsagar, Komlabarie||1|adult||skin|Stevens, H.||||||||1
32112|NEWHM : B027.50|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Lesser Pied Kingfisher||Skin of a Lesser Pied Kingfisher||Lesser Pied Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|10/04/1903|Asia, India, Upper Assam, Dibrugarh, Rungagora, River Dibru|1||adult||skin|Stevens, H.||||||||1
32118|NEWHM : B027.56|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Greater Pied Kingfisher||Skin of a Greater Pied Kingfisher||Greater Pied Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|19/02/1905|Asia, India, Upper Assam, North Lakhimpur, Joyhing River||1|adult||skin|Stevens, H.||||||||1
32119|NEWHM : B027.57|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Greater Pied Kingfisher||Skin of a Greater Pied Kingfisher||Greater Pied Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|14/11/1904|Asia, India, Upper Assam, North Lakhimpur, Joyhing River|1||adult||skin|Stevens, H.||||||||1
32120|NEWHM : B027.58|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Greater Pied Kingfisher||Skin of a Greater Pied Kingfisher. Iris - brown.||Greater Pied Kingfisher|Alcedinidae : : : Aves : Chordata|M.L.|20/12/1910|Asia, India, Upper Assam, North Lakhimpur, River Dibru||1|adult||skin|||||||||1
32121|NEWHM : B027.59|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Greater Pied Kingfisher||Skin of a Greater Pied Kingfisher. Iris - brown, bill - horny, black, bluish at gape of both upper & lower. Mandibles. tarsi greenish, horny.||Greater Pied Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|07/11/1904|Asia, India, Upper Assam, North Lakhimpur, River Dejoo|1||adult||skin|Stevens, H.||||||||1
32122|NEWHM : B027.60|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Greater Pied Kingfisher||Skin of a Greater Pied Kingfisher||Greater Pied Kingfisher|Alcedinidae : : : Aves : Chordata|Stevens, H.|30/01/1905|Asia, India, Upper Assam, North Lakhimpur, Dholong River, Kola Pani||1|adult||skin|Stevens, H.||||||||1
32197|NEWHM : B028.35|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Jungle Crow||Skin of a Jungle Crow||Jungle Crow|Corvidae : : : Aves : Chordata|Stevens, H.|04/08/1904|Asia, India, Upper Assam, North Lakhimpur, Dejoo|1||juvenile||skin|||||||||1
32207|NEWHM : B028.45|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Crow||Skin of a Crow||Crow|Corvidae : : : Aves : Chordata|Burgess|23/02/1960|UK, England, Northumberland (NE England), Fenwick|1||adult||skin|||||||||1
32219|NEWHM : B028.57|Natural Sciences|Vertebrate Zoology|Birds||1|bird skin|Hooded Crow||Skin of a Hooded Crow||Hooded Crow|Corvidae : : : Aves : Chordata|Potts, W. J.|27/03/1963|UK, England, Tyne and Wear (NE England), Whitley Bay, Holywell Dene||1|adult||skin|Morgan, T.||||g||||1
