irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|SpePreparation|DimHeight|DimDiameter|DimLengthUnit|ParentSum|MulDescription|NumMulFiles
530502|NEWHM : 2016.H3.57|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 57 of 91, Box Q, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||35|35|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530503|NEWHM : 2016.H3.58|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 58 of 91, Box Q, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||37|40|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530504|NEWHM : 2016.H3.59|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 59 of 91, Box Q, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||53|51|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530505|NEWHM : 2016.H3.60|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Boletus granulatus"" and ""Gchmeerling"". Number 60 of 91, Box Q, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||42|26|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530506|NEWHM : 2016.H3.61|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Helvella suspect"" and ""Falfche Lorchel"". Number 61 of 91, Box R, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||67|53|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530489|NEWHM : 2016.H3.44|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus alectorolophoides"" and ""Falcher Fierchnamm"". Broken/damaged. Number 44 of 91, Box N, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||59|55|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530490|NEWHM : 2016.H3.45|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus pyrogalus"" and ""Maldteufel"". Broken/damaged. Number 45 of 91, Box N, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||67|54|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530491|NEWHM : 2016.H3.46|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Broken/damaged. Number 46 of 91, Box N, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :||||||43|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530492|NEWHM : 2016.H3.47|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Boletus scaber"" and ""Rapuzinerfchnamm"". Number 47 of 91, Box O, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||186|60|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530493|NEWHM : 2016.H3.48|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Ag. rutilans"" and ""Rothlicher"". Number 48 of 91, Box O, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||84|65|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530494|NEWHM : 2016.H3.49|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 49 of 91, Box P, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||91|60|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530495|NEWHM : 2016.H3.50|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 50 of 91, Box P, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||81|51|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530496|NEWHM : 2016.H3.51|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 51 of 91, Box P, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||61|32|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530497|NEWHM : 2016.H3.52|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus mutabilis"" and ""Gtodfchnamm"". Broken/damaged. Number 52 of 91, Box Q, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||41|31|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530518|NEWHM : 2016.H3.70|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Ag. uhmarius"" and ""Ulmenfchinamm"". Number 70 of 91, Box U, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||57|62|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530519|NEWHM : 2016.H3.71|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus necator"" and ""Mordfchnamm"". Number 71 of 91, Box U, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||57|67|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530520|NEWHM : 2016.H3.72|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaric fastibilis"" and ""Ihranenfchnamm"". Number 72 of 91, Box V, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||60|55|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530521|NEWHM : 2016.H3.73|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Bol. variegatus"" and ""Gandpil"". Number 73 of 91, Box V, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||68|59|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530522|NEWHM : 2016.H3.74|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus viscidus"" and ""Gchleinifchnamm"". Number 74 of 91, Box V, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||74|91|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530524|NEWHM : 2016.H3.75|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus deliciosus"" and ""Machholderfchnamm"". Number 75 of 91, Box W, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||67|45|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530525|NEWHM : 2016.H3.76|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Ag. crustiliniformis"" and ""Lhrarender Gfelfchnamm"". Number 76 of 91, Box W, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||66|55|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530526|NEWHM : 2016.H3.77|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Merulius cantharellus"" and ""Gierfchnamm"". Number 77 of 91, Box W, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||61|47|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
