irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|GeoAge|GeoZone|GeoRock|ComName_tab|SciName|IdeDateIdentified|ColSum|ColCollectionDates|LocalSum|LocalPrecise|DimHeight|DimLength|DimWidth|DimDepth|DimDiameter|InsType|MulDescription|NumMulFiles
143966|NEWHM : HANM.2984|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Unidentified plant fossil.|||||||||||||||||||1
143967|NEWHM : HANM.2985|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Unidentified plant fossil.|||||||||||||||||||1
143968|NEWHM : HANM.2986|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Unidentified plant fossil.|||||||||||||||||||1
143969|NEWHM : HANM.2987|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Unidentified plant fossil.|||||||||||||||||||1
143970|NEWHM : HANM.2988|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Unidentified plant fossil.|||||||||||||||||||1
143971|NEWHM : HANM.2989|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Unidentified plant fossil.|||||||||||||||||||1
143972|NEWHM : HANM.2990|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Tree trunk.|||||||||||||||||||1
143973|NEWHM : HANM.2991|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Spores of lepid.|||||||||||||||||||1
143974|NEWHM : HANM.2992|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Unidentified specimen.|||||||||||||||||||1
143975|NEWHM : HANM.2993|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
143976|NEWHM : HANM.2994|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
143977|NEWHM : HANM.2995|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
144052|NEWHM : HANM.3549|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|9|fossil crustacean|barnacle|Barnacles (8).|||||||||||||||||||1
133467|NEWHM : HANM.3.3186|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
133468|NEWHM : HANM.3.3187|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
133469|NEWHM : HANM.3.3188|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
133470|NEWHM : HANM.3.3189|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
133471|NEWHM : HANM.3.3190|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
133864|NEWHM : HANM.3.3614|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|13|fossil||Specimens including variabilis, sulcata, simplex, crassirostris.|||||||||||||||||||1
134764|NEWHM : HANM.3.4539|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Acentrophorus sp.|||||||||||||||||||1
134765|NEWHM : HANM.3.4540|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Acentrophorus sp.|||||||||||||||||||1
135078|NEWHM : HANM.3.4973|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
135079|NEWHM : HANM.3.4974|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
136913|NEWHM : HANM.5.93|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||cast|fossil fish|Cast of Eusthenoptgion.|||||||||||||||||||1
136951|NEWHM : HANM.5.132|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Algal nodules (tag only).|||||||||||||||||||1
137211|NEWHM : HANM.5.423|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|16|assorted fossil and minerals (16)||Assorted fossils and minerals, including garnet, calcite, Concretionary Limestone.|||||||||||||||||||1
137212|NEWHM : HANM.5.424|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|13|fossil, rock, model||Assorted fossils and rocks including model of a belemnite.|||||||||||||||||||1
137299|NEWHM : HANM.5.513|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|cast||Anoplotherium commune.|||||||||||||||||||1
137307|NEWHM : HANM.5.521|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Anoplotherium commune.|||||||||||||||||||1
137309|NEWHM : HANM.5.523|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Anoplotherium commune.|||||||||||||||||||1
137310|NEWHM : HANM.5.524|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Anoplotherium commune.|||||||||||||||||||1
137645|NEWHM : HANM.5.1028|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|17|fossil||Various unidentified fossils.|||||||||||||||||||1
137677|NEWHM : HANM.5.1060|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Fossil wood.|||||||||||||||||||1
137679|NEWHM : HANM.5.1062|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood with microcanchus.|||||||||||||||||||1
137769|NEWHM : HANM.5.1152|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|fossil bivalve||Sanguinolites sp.|||||||||||||||||||1
137771|NEWHM : HANM.5.1154|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|fossil||Sanguinolites.|||||||||||||||||||1
137932|NEWHM : HANM.5.1372|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|6|fossil brachiopod||Eomarginifera.|||||||||||||||||||1
137948|NEWHM : HANM.5.1388|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
138255|NEWHM : HANM.5.1702|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Acanthostega gunnari.|||||||||||||||||||1
138291|NEWHM : HANM.5.1738|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Aethenetmon valentiacum.|||||||||||||||||||1
138292|NEWHM : HANM.5.1739|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|fossil fish||Aethenetmon valentiacum.|||||||||||||||||||1
138295|NEWHM : HANM.5.1742|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Aethenetmon valentiacum.|||||||||||||||||||1
138296|NEWHM : HANM.5.1743|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Aethenetmon valentiacum.|||||||||||||||||||1
138297|NEWHM : HANM.5.1744|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Aethenetmon valentiacum.|||||||||||||||||||1
138298|NEWHM : HANM.5.1745|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Aethenetmon valentiacum.|||||||||||||||||||1
138299|NEWHM : HANM.5.1746|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Aethenetmon valentiacum.|||||||||||||||||||1
138319|NEWHM : HANM.5.1766|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil, fish||Rhabdoderma elegans.|||||||||||||||||||1
138320|NEWHM : HANM.5.1767|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil, fish||Rhabdoderma elegans.|||||||||||||||||||1
138321|NEWHM : HANM.5.1768|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil, fish||Rhabdoderma elegans.|||||||||||||||||||1
138322|NEWHM : HANM.5.1769|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil, fish||Rhabdoderma elegans.|||||||||||||||||||1
138323|NEWHM : HANM.5.1770|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil, fish||Rhabdoderma elegans.|||||||||||||||||||1
138324|NEWHM : HANM.5.1771|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil, fish||Rhabdoderma elegans.|||||||||||||||||||1
138325|NEWHM : HANM.5.1772|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil, fish||Rhabdoderma elegans.|||||||||||||||||||1
138326|NEWHM : HANM.5.1773|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil, fish||Rhabdoderma elegans.|||||||||||||||||||1
138327|NEWHM : HANM.5.1774|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil, fish||Rhabdoderma elegans.|||||||||||||||||||1
138403|NEWHM : HANM.5.1858|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|rock, fossil||Shale with shell fossils.|||||||||||||||||||1
138571|NEWHM : HANM.5.2041|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
138574|NEWHM : HANM.5.2044|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
138638|NEWHM : HANM.5.2108|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
138653|NEWHM : HANM.5.2123|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil, bone||Rhaetic bone fragments. Quantity unknown (?)|||||||||||||||||||1
139132|NEWHM : HANM.5.2644|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Unidentified plant fossil in 10 pieces|||||||||||||||||||1
139158|NEWHM : HANM.5.2685|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Iron and silica impregnated fossil wood.|||||||||||||||||||1
139214|NEWHM : HANM.5.2742|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Actinoconchus lamellosus.|||||||||||||||||||1
139215|NEWHM : HANM.5.2743|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|9|fossil||Actinoconchus lamellosus.|||||||||||||||||||1
139259|NEWHM : HANM.5.2822|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil||Core-ball peels.|||||||||||||||||||1
139260|NEWHM : HANM.5.2823|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil||Lepidotus mantelli.|||||||||||||||||||1
139261|NEWHM : HANM.5.2824|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil||Necrolemur antiquus.|||||||||||||||||||1
139263|NEWHM : HANM.5.2826|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil coral||Boulder of carboniferous limestone containing colony of fossil coral.|||||||||||||||||||1
139266|NEWHM : HANM.5.2829|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil brachiopod||Streptorhynchus crenistrica.|||||||||||||||||||1
139688|NEWHM : HANM.5.3425|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil ammonite||Ammonites mutabilis.|||||||||||||||||||14
139721|NEWHM : HANM.5.3596|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Acrolepis, Marl Slate.|||||||||||||||||||1
140266|NEWHM : HANM.5.4278|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil wood||Fossil wood.|||||||||||||||||||1
140568|NEWHM : HANM.5.4721|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil reptile||Pliosaur or sea reptile teeth (cambridgeshire, jurassic fossil drawer 1).|||||||||||||||||||1
140570|NEWHM : HANM.5.4725|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Fish fossil.|||||||||||||||||||1
143254|NEWHM : HANM.513|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil|Wenlock Limestone, Wenlock Limestone, Bivalve|Wenlock limestone with bryozoa, bivalves and brachiopods (silurian fossil drawers)|||||||||||||||||||16
143256|NEWHM : HANM.515|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Armoured fish (Pterichthys cornutus, Inverness, Scotland, Devonian fossils drawer).|||||||||||||||||||13
143258|NEWHM : HANM.517|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|plant fossil||Plant seeds (carpolithes, whitehaven cumbria, carboniferous fossils drawer 1).|||||||||||||||||||13
143261|NEWHM : HANM.520|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil coral||Coral (dibunophyllum bipartitum, frosterly co. durham, carboniferous fossils drawer 2).|||||||||||||||||||10
143301|NEWHM : HANM.574|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil sponge||Sponge (Cretaceous, Jurassic and Cretaceous fossils case)|||||||||||||||||||1
143304|NEWHM : HANM.585|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish|Fish|Fossil fish (Ceara brazil, Cretaceous, Jurassic and Cretaceous fossils case)|||||||||||||||||||1
143305|NEWHM : HANM.588|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|cast|Worm|Worm casts (Tertiary and Quaternary fossils case)|||||||||||||||||||1
143306|NEWHM : HANM.589|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil bivalve||Bivalve (Pentuculus pilosus, Tertiary and Quaternary fossils case)|||||||||||||||||||1
143443|NEWHM : HANM.1140|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil plant||Fossil plant, seed fern (neuropteris sp)|||||||||||||||||||1
143506|NEWHM : HANM.1368|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil slide||Fossil slide.|||||||||||||||||||1
143600|NEWHM : HANM.1603|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
143626|NEWHM : HANM.1630|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Fossil fruit.|||||||||||||||||||1
143628|NEWHM : HANM.1632|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|3|fossil plant||Fossil fruit.|||||||||||||||||||1
143730|NEWHM : HANM.1856|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil, slide, key||Large number of envelopes with coal-ball peels and various slides and keys. Including G53.23)|||||||||||||||||||1
143743|NEWHM : HANM.2003.H2488|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil wood||Fossil wood partially pyritised.|||||||||||||||||||1
143936|NEWHM : HANM.2953|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
143937|NEWHM : HANM.2954|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
143938|NEWHM : HANM.2955|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
143939|NEWHM : HANM.2956|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
143941|NEWHM : HANM.2958|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
143943|NEWHM : HANM.2960|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil wood||Fossil wood.|||||||||||||||||||1
143960|NEWHM : HANM.2978|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil plant||Unidentified plant fossil.|||||||||||||||||||1
