irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|GeoAge|GeoZone|GeoRock|ComName_tab|SciName|IdeDateIdentified|ColSum|ColCollectionDates|LocalSum|LocalPrecise|DimHeight|DimLength|DimWidth|DimDepth|DimDiameter|InsType|MulDescription|NumMulFiles
126098|NEWHM : HANM.2.849|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|Mitridae||Mitridae.|||||||||||||||||||1
130609|NEWHM : HANM.3.359|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil mammal|auroch|Fossilised skull.|||||Auroch| : : : :|||||||||||||1
134031|NEWHM : HANM.3.3802|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Acentrophorus glaphyrus.|||||||||||||||||||1
134039|NEWHM : HANM.3.3812|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen|marl slate|Unidentified specimen.|||||||||||||||||||1
134041|NEWHM : HANM.3.3814|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134051|NEWHM : HANM.3.3824|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134052|NEWHM : HANM.3.3825|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134053|NEWHM : HANM.3.3826|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134054|NEWHM : HANM.3.3827|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134055|NEWHM : HANM.3.3828|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134056|NEWHM : HANM.3.3829|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134057|NEWHM : HANM.3.3830|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134058|NEWHM : HANM.3.3831|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134059|NEWHM : HANM.3.3832|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134060|NEWHM : HANM.3.3833|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134061|NEWHM : HANM.3.3834|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134062|NEWHM : HANM.3.3835|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134063|NEWHM : HANM.3.3836|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134064|NEWHM : HANM.3.3838|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134065|NEWHM : HANM.3.3839|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134066|NEWHM : HANM.3.3840|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134067|NEWHM : HANM.3.3841|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134068|NEWHM : HANM.3.3842|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134069|NEWHM : HANM.3.3843|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134070|NEWHM : HANM.3.3844|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134071|NEWHM : HANM.3.3845|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134072|NEWHM : HANM.3.3846|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134073|NEWHM : HANM.3.3847|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134075|NEWHM : HANM.3.3849|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Algites sp.|||||||||||||||||||1
134076|NEWHM : HANM.3.3850|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Algites sp. (spores).|||||||||||||||||||1
134077|NEWHM : HANM.3.3851|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Algites sp.|||||||||||||||||||1
134559|NEWHM : HANM.3.4363|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||species unknown||Species unknown.|||||||||||||||||||1
134675|NEWHM : HANM.3.4477|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|80|Metrocampa margaritaria (Light Emerald), Abraxas grassulariata (Magpie), plus others (80)||Metrocampa margaritaria , Abraxas grassulariata , plus others.|||||||||||||||||||1
134676|NEWHM : HANM.3.4478|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|85|Spilosoma urticae (Water ermine), Spilosoma menthastri (White ermine), plus others (85)||Spilosoma urticae , Spilosoma menthastri , plus others.|||||||||||||||||||1
134768|NEWHM : HANM.3.4575|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|astarte sp||Astarte sp.|||||||||||||||||||1
134859|NEWHM : HANM.3.4668|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134860|NEWHM : HANM.3.4669|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134861|NEWHM : HANM.3.4670|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134862|NEWHM : HANM.3.4671|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134863|NEWHM : HANM.3.4672|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134865|NEWHM : HANM.3.4674|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|10|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134881|NEWHM : HANM.3.4705|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134882|NEWHM : HANM.3.4706|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134883|NEWHM : HANM.3.4707|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134889|NEWHM : HANM.3.4742|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Fish fossil.|||||||||||||||||||1
134921|NEWHM : HANM.3.4774|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil trilobite||Trilobites (no other information).|||||||||||||||||||1
134947|NEWHM : HANM.3.4808|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134948|NEWHM : HANM.3.4809|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Unidentified specimen.|||||||||||||||||||1
134949|NEWHM : HANM.3.4810|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Unidentified specimen.|||||||||||||||||||1
134950|NEWHM : HANM.3.4811|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Unidentified specimen.|||||||||||||||||||1
134951|NEWHM : HANM.3.4812|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Unidentified specimen.|||||||||||||||||||1
134952|NEWHM : HANM.3.4813|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134953|NEWHM : HANM.3.4814|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
134958|NEWHM : HANM.3.4820|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil echinoid||Sea urchin. (tertiary fossils drawer 3)|||||||||||||||||||1
134965|NEWHM : HANM.3.4842|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||C15||C15.|||||||||||||||||||1
134970|NEWHM : HANM.3.4847|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||M10||M10.|||||||||||||||||||1
134994|NEWHM : HANM.3.4877|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||unidentified||Unidentified.|||||||||||||||||||1
135061|NEWHM : HANM.3.4956|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
135064|NEWHM : HANM.3.4959|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
135066|NEWHM : HANM.3.4961|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|6|unidentified specimen ||Unidentified specimen.|||||||||||||||||||1
135067|NEWHM : HANM.3.4962|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
135068|NEWHM : HANM.3.4963|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
135069|NEWHM : HANM.3.4964|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
135070|NEWHM : HANM.3.4965|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
135071|NEWHM : HANM.3.4966|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|4|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
135072|NEWHM : HANM.3.4967|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
135074|NEWHM : HANM.3.4969|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|3|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
135076|NEWHM : HANM.3.4971|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
135077|NEWHM : HANM.3.4972|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|5|unidentified specimen ||Unidentified specimen.|||||||||||||||||||1
135147|NEWHM : HANM.4.473|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||fossil||Unidentified fossil.|||||||||||||||||||1
136643|NEWHM : HANM.4.4371|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|cast||Plesiosaur cast. (Photo attached to this record is of a meteorite).|||||||||||||||||||1
137171|NEWHM : HANM.5.380|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137205|NEWHM : HANM.5.417|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137206|NEWHM : HANM.5.418|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|oreodon jaw section (?)||Oreodon jaw section.|||||||||||||||||||1
137379|NEWHM : HANM.5.593|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||Icthyosaur||Icthyosaur cast.|||||||||||||||||||1
137405|NEWHM : HANM.5.619|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||1 large specimen, fossilized wood?|||||||||||||37.8|28.3|11||||3
137578|NEWHM : HANM.5.804|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|model||Labyrinthodon model. (Waterhouse model)|||||||||||||||||||1
137600|NEWHM : HANM.5.828|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||ostracods||Ostracods.|||||||||||||||||||1
137607|NEWHM : HANM.5.838|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil brachiopod||Productus sp.|||||||||||||||||||1
137608|NEWHM : HANM.5.839|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil brachiopod||Productus sp.|||||||||||||||||||1
137632|NEWHM : HANM.5.1014|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137633|NEWHM : HANM.5.1015|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137634|NEWHM : HANM.5.1016|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137635|NEWHM : HANM.5.1017|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137636|NEWHM : HANM.5.1018|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137637|NEWHM : HANM.5.1019|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||invertebrate||Asterophyllites, ostracods, spirorbis and other various objects. Quantity unknown|||||||||||||||||||1
137638|NEWHM : HANM.5.1020|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137639|NEWHM : HANM.5.1021|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|fossil brachiopod||Spirifer trigonalis.|||||||||||||||||||1
137640|NEWHM : HANM.5.1022|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|fossil brachiopod||Pugnax acuminatus.|||||||||||||||||||1
137641|NEWHM : HANM.5.1023|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil brachiopod||Productus.|||||||||||||||||||1
137642|NEWHM : HANM.5.1024|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137643|NEWHM : HANM.5.1025|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137644|NEWHM : HANM.5.1026|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Megalichthys hibberti.|||||||||||||||||||1
137680|NEWHM : HANM.5.1063|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137684|NEWHM : HANM.5.1067|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|4|calcaerous algae?||Calcaerous algae?.|||||||||||||||||||1
137686|NEWHM : HANM.5.1069|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||crania kirkbyi||Crania kirkbyi.|||||||||||||||||||1
137689|NEWHM : HANM.5.1072|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|16|fossil gastropod||Unidentified specimen.|||||||||||||||||||1
137690|NEWHM : HANM.5.1073|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|5|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137691|NEWHM : HANM.5.1074|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|6|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137692|NEWHM : HANM.5.1075|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|18|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137693|NEWHM : HANM.5.1076|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|5|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137694|NEWHM : HANM.5.1077|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||unidentified specimen||Unidentified specimen. Quantity unknown.|||||||||||||||||||1
137695|NEWHM : HANM.5.1078|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137696|NEWHM : HANM.5.1079|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|9|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137697|NEWHM : HANM.5.1080|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|fossil gastropod||Unidentified specimen.|||||||||||||||||||1
137698|NEWHM : HANM.5.1081|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|11|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137699|NEWHM : HANM.5.1082|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||unidentified specimen||Unidentified specimen. Quantity unknown.|||||||||||||||||||1
137700|NEWHM : HANM.5.1083|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|13|unidentified specimen||Unidentified specimen|||||||||||||||||||1
137701|NEWHM : HANM.5.1084|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||unidentified specimen||Unidentified specimen. Quantity unknown.|||||||||||||||||||1
137702|NEWHM : HANM.5.1085|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137704|NEWHM : HANM.5.1087|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|6|fossil gastropod||Unidentified specimen.|||||||||||||||||||1
137705|NEWHM : HANM.5.1088|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|3|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137706|NEWHM : HANM.5.1089|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|7|fossil gastropod||Euomphalus pentangulatus.|||||||||||||||||||1
137707|NEWHM : HANM.5.1090|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|3|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137708|NEWHM : HANM.5.1091|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|11|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137745|NEWHM : HANM.5.1128|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|6|fossil goniatite||Goniatite crenistra.|||||||||||||||||||1
137777|NEWHM : HANM.5.1160|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137778|NEWHM : HANM.5.1161|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|12|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137779|NEWHM : HANM.5.1162|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|6|unidentified specimen ||Unidentified specimen.|||||||||||||||||||1
137786|NEWHM : HANM.5.1169|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|2|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137787|NEWHM : HANM.5.1170|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|5|unidentified specimen ||Unidentified specimen.|||||||||||||||||||1
137788|NEWHM : HANM.5.1171|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|16|unidentified specimen||Unidentified specimens (10), productus longispinus (5), ieda attenuatun.|||||||||||||||||||1
137789|NEWHM : HANM.5.1172|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|3|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
137790|NEWHM : HANM.5.1173|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|6|unidentified specimen ||Unidentified specimen.|||||||||||||||||||1
138017|NEWHM : HANM.5.1457|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||unidentified||Unidentified.|||||||||||||||||||1
138178|NEWHM : HANM.5.1625|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|rock||Marble.|||||||||||||||||||1
138179|NEWHM : HANM.5.1626|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||marble||Marble.|||||||||||||||||||1
138181|NEWHM : HANM.5.1628|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|cast|fossil fish|Fossil fish cast. 'Arandaspis prionotolepis'.|||||||||||||||||||1
138184|NEWHM : HANM.5.1631|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil coral||Halysites.|||||||||||||||||||1
138185|NEWHM : HANM.5.1632|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Diplopterus.|||||||||||||||||||1
138186|NEWHM : HANM.5.1633|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||Diplodus||Diplodus.|||||||||||||||||||1
138188|NEWHM : HANM.5.1635|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Holoptychius sp.|||||||||||||||||||1
138347|NEWHM : HANM.5.1795|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil brachiopod||Actinoconchus lamellosus.|||||||||||||||||||1
138497|NEWHM : HANM.5.1967|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||unidentified||Unidentified.|||||||||||||||||||1
138498|NEWHM : HANM.5.1968|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||Megalodon cucullatum||Megalodon cucullatum.|||||||||||||||||||1
138499|NEWHM : HANM.5.1969|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil gastropod||Bellerophon striatus.|||||||||||||||||||1
138500|NEWHM : HANM.5.1970|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil brachiopod||Productus sp.|||||||||||||||||||1
138501|NEWHM : HANM.5.1971|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil brachiopod||Strophomena rugosa.|||||||||||||||||||1
138503|NEWHM : HANM.5.1973|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Coccosteus cuspidatus.|||||||||||||||||||1
138504|NEWHM : HANM.5.1974|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Dipterus valenciennesi.|||||||||||||||||||1
138505|NEWHM : HANM.5.1975|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Dipterus valenciennesi.|||||||||||||||||||1
138526|NEWHM : HANM.5.1996|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Osteolepis sp.|||||||||||||||||||1
138527|NEWHM : HANM.5.1997|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Osteolepis sp.|||||||||||||||||||1
138528|NEWHM : HANM.5.1998|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Osteolepis sp.|||||||||||||||||||1
138529|NEWHM : HANM.5.1999|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Osteolepis sp.|||||||||||||||||||1
138530|NEWHM : HANM.5.2000|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Osteolepis sp.|||||||||||||||||||1
138531|NEWHM : HANM.5.2001|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Acanthodian.|||||||||||||||||||1
138532|NEWHM : HANM.5.2002|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Osteolepis sp.|||||||||||||||||||1
138533|NEWHM : HANM.5.2003|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Coelacanth.|||||||||||||||||||1
138534|NEWHM : HANM.5.2004|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers||Cheirolepis trailli||Cheirolepis trailli.|||||||||||||||||||1
138535|NEWHM : HANM.5.2005|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish|Lungfish|Lungfish 'Dipterus valenciennesi.'|||||||||||||||||||1
138536|NEWHM : HANM.5.2006|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Osteolepis macrolepidotus.|||||||||||||||||||1
138538|NEWHM : HANM.5.2008|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Acanthodian.|||||||||||||||||||1
138539|NEWHM : HANM.5.2009|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Dipterus sp.|||||||||||||||||||1
138540|NEWHM : HANM.5.2010|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Coelacanth.|||||||||||||||||||1
138542|NEWHM : HANM.5.2012|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Osteolepis macrolepidotus.|||||||||||||||||||1
138543|NEWHM : HANM.5.2013|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil||Acanthodes sp.|||||||||||||||||||1
138544|NEWHM : HANM.5.2014|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Coccosteus sp.|||||||||||||||||||1
138545|NEWHM : HANM.5.2015|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Palaeospondylus gunni.|||||||||||||||||||1
138546|NEWHM : HANM.5.2016|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|fossil fish||Acanthodian.|||||||||||||||||||1
138640|NEWHM : HANM.5.2110|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|3|fossil bivalve||Girvanella band.|||||||||||||||||||1
138641|NEWHM : HANM.5.2111|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|3|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
138642|NEWHM : HANM.5.2112|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
138643|NEWHM : HANM.5.2113|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
138644|NEWHM : HANM.5.2114|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
138645|NEWHM : HANM.5.2115|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
138646|NEWHM : HANM.5.2116|Natural Sciences|Palaeobiology|GNM: Hancock Temporary Numbers|1|unidentified specimen||Unidentified specimen.|||||||||||||||||||1
