irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|GeoAge|GeoZone|GeoRock|ComName_tab|SciName|IdeDateIdentified|ColSum|ColCollectionDates|LocalSum|LocalPrecise|DimHeight|DimLength|DimWidth|DimDepth|DimDiameter|InsType|MulDescription|NumMulFiles
75992|NEWHM : 2003.H3|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Achanarella trewini||Devonian||Old Red Sandstone (Lower)|achanarella & trewini (newman 2002), Animalia & Chordata & Vertebrata & Pisces & Agnatha|Animalia & Chordata & Vertebrata & Pisces & Agnatha : : : :||Murray-Threipland, Major P. W.||UK, Scotland, Caithness (Scotland), Spittal (2km west north west of), Achanarras|Achanarras Quarry||37.2|20.9|2.2||||1
73550|NEWHM : 1996.H14|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil mammal|Red Deer|Specimen of a fossil antler, a Red Deer, Cervus elaphus scoticus, collected from unspecified rocks of Tertiary (or Quaternary) age. Antler, right (5 points).|This antler of a red deer is probably only a few hundred years old and not a true fossil. However, red deer antlers are sometimes found in peat beds that formed about 7500 years ago as the climate warmed up after the last glaciation. They migrated into the glaciated areas as the vegetation grew. The horns that are cast off annually are often the only remains that are found of the deer.|Quaternary & Holocene & Flandrian / 100 - 8,000 years|||Red Deer, Cervus elaphus, Cervus elaphus scoticus|Cervus elaphus scoticus : : : Mammalia : Chordata||||no locality data|||55||||||2
73574|NEWHM : 1998.H3136|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|palaeoniscum & freieslebeni, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Abbs (?)||UK, England, Tyne and Wear (NE England), Sunderland, Fulwell|Fulwell Shaft (?)|2.1|24.8|19.5|||||1
73594|NEWHM : 1998.H3155|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian||Marl Slate|palaeoniscum & freieslebeni, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||no locality data||0.9|12.4|7.4|||||1
73922|NEWHM : 1998.H3701|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Shark||Permian (Late) & Zechstein (Durham Province)|||Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||Turner, S.||UK, England, Co. Durham (NE England), Bowburn|Quarrington Hill Quarry|2.9|10.5|6.7|||||1
74749|NEWHM : 1998.H4457|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil reptile||Specimen of a fossil reptile (ichthyosaur), Ichthyosaurus campylodon, collected from the Greensand (?) of Early Cretaceous, Aptian - Albian age.|This jaw fragment is from a marine reptile known as an Ichthyosaur which, grew up to 3m long and looked like a dolphin with a long snout. Its cone-shaped teeth fit closely together and have distinctive vertical grooves. Ichthyosaurs were predators and scavengers that fed mainly on fish, ammonites and belemnites. They were unusual reptiles because they gave birth to live young (most reptiles lay eggs on land). This may have been an adaptation to their marine habitat.|Cretaceous (Early) & Aptian - Albian / 99 - 121 my||Greensand Group (?)|Ichthyosaur, Ichthyosaurus campylodon, Ichthyosaurus campylodon|Ichthyosaurus campylodon : : Ichthyosauria : Reptilia : Chordata||||no locality data||2.9|6.5|3.1|||||1
74810|NEWHM : 1998.H4514|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Shark|||||Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||||no locality data||1.4|11|7|||||1
75891|NEWHM : 1999.H1801|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Achanarella trewini  Holotype.||Devonian||Old Red Sandstone (Middle)|achanarella & sp., Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||||UK, Scotland, Caithness (Scotland), Spittal (2km west north west of), Achanarras|Achanarras Quarry||||||||1
75894|NEWHM : 2000.H845|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil amphibian||Skull. Kyrinion martilli (Clack)  Holotype||Carboniferous & Westphalian A||Coal Measures Group|kyrinion & martilli (clack), Animalia & Chordata & Vertebrata & Amphibia & Labyrinthodontia & Loxommatoidea &|Animalia & Chordata & Vertebrata & Amphibia & Labyrinthodontia & Loxommatoidea & Loxommatidae : : : :||Martill, Dr Dave|1993|UK, England, Tyne and Wear (NE England), Whitley Bay|||||||||3
75974|NEWHM : 2002.H201|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|2|fossil fish||Specimen of a fossil fish, Platysomus striatus, collected from the Marl Slate of Late Permian, Zechstein (Durham Province), EZ1 age from Thrislington Quarry, Ferryhill, Co Durham (NE England). Collected by S.G. McLean, 2001.|Platysomus striatus was a deep-bodied fish that lived in the Zechstein Sea 250 million years ago. It was probably a slow swimmer, and may have lived among seaweed and small reefs near the shore. Platysomus had blunt cone-shaped teeth, ideal for crushing and eating shellfish. The lower part of the fish is missing from this fossil, but it is very rare to find complete fossils of this fish.|Permian (Late) & Zechstein (Durham Province) & EZ1 / 248 - 256 my||Marl Slate|platysomus & striatus (agassiz), Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||McLean, Steve|2001|UK, England, Co. Durham (NE England), Ferryhill, Thrislington Gap|||||||||1
75978|NEWHM : 2002.H4124|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil reptile||Backbone.|||||Ichthyosaur, Ichthyosaurus, Animalia & Chordata & Vertebrata & Reptilia & Ichthyosauria|Animalia & Chordata & Vertebrata & Reptilia & Ichthyosauria : : Ichthyosauria : Reptilia : Chordata||||no locality data|||||||||1
75980|NEWHM : 2002.H4126|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil mammal|Mammoth|Specimen of a fossil mammal (Mammoth), Mammuthus primigenius, collected from unspecified rocks of Quaternary age. Tooth and partial jaw.|Woolly mammoths became extinct about 10 000 years ago and are symbolic of the Ice Ages in the Quaternary period. They are well known from Stone Age (Palaeolithic) cave paintings and the discovery of complete bodies in frozen ground in Siberia. They probably used their long tusks to scrape away snow and ice from the plants they fed on. Mammoth are often regarded as being extremely large but the biggest were about the same size as a fully grown African bull elephant. The distinctive ridges on the teeth were used to grind down the tough grasses that they fed on.|Quaternary|||Mammoth, Mammuthus primigenius, Mammuthus primigenius|Mammuthus primigenius : Elephantidae : Proboscidea : Mammalia : Chordata||||no locality data|||||||||3
75981|NEWHM : 2002.H4127|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil reptile||Whole icthyosaur mounted horizontally on plinth in gallery.|||||Ichthyosaur, Ichthyosaurus, Animalia & Chordata & Vertebrata & Reptilia & Ichthyosauria|Animalia & Chordata & Vertebrata & Reptilia & Ichthyosauria : : Ichthyosauria : Reptilia : Chordata||||UK, England, North Yorkshire (NE England), Whitby|||||||||1
75988|NEWHM : 2002.H4178|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|bird|Bird footprints|Bird footprints.|||||| : : : Aves : Chordata||||no locality data|||3.5||||||1
76002|NEWHM : 2003.H13|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Devonian||Old Red Sandstone (Lower)|coccosteus & sp., Animalia & Chordata & Vertebrata & Pisces & Placodermi & Arthrodira & Brachthyor|Animalia & Chordata & Vertebrata & Pisces & Placodermi & Arthrodira & Brachthyoraci & Coccosteidea & Coccosteidae : : : :||Murray-Threipland, Major P. W.||UK, Scotland, Caithness (Scotland), Spittal (2km west north west of), Achanarras|Achanarras Quarry (?)||||||||1
76007|NEWHM : 2003.H18|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Coccosteus sp., collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.|Coccosteus was a fish that lived in Lake Orcadie, a fresh water lake that covered a large area of Scotland 380 million years ago during the Devonian period. Its head and upper body were covered with protective bony plates while the rest of its body was scaly. This fish was a hunter, the bony plates in its mouth had sharp edges, a bit like steak knives, which it used like shears to bite off bits of its prey.|Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|coccosteus & sp., Animalia & Chordata & Vertebrata & Pisces & Placodermi & Arthrodira & Brachthyor|Animalia & Chordata & Vertebrata & Pisces & Placodermi & Arthrodira & Brachthyoraci & Coccosteidea & Coccosteidae : : : :||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry (?)||||||||1
76016|NEWHM : 2003.H27|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Coccosteus, collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||||||||1
76017|NEWHM : 2003.H28|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Coccosteus, collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||||||||1
76018|NEWHM : 2003.H29|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Coccosteus, collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|Coccosteus, Coccosteus|Coccosteus : : : : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||||||||1
76019|NEWHM : 2003.H30|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Coccosteus, collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|Coccosteus, Coccosteus|Coccosteus : : : : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||||||||1
76440|NEWHM : 2003.H1606|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil reptile||Specimen of a fossil reptile (ichthyosaur), Ichthyosaurus sp., collected from unspecified rocks of Jurassic (?) age. Paddle bones (modified front limb).|These paddle bones are from the front limb of the marine reptile Ichthyosaurus. The reptile grew up to 3m long and looked like a dolphin with a long snout. The paddle would have helped the reptile swim and change direction. They were well adapted to life in the sea and are thought to have given birth to living young (most reptiles lay eggs on land). Ichthyosaurs were predators and scavengers that fed mainly on fish, ammonites and belemnites.|Jurassic (?) / 144 - 206 my|||Ichthyosaur, Ichthyosaurus, Animalia & Chordata & Vertebrata & Reptilia & Ichthyosauria|Animalia & Chordata & Vertebrata & Reptilia & Ichthyosauria : : Ichthyosauria : Reptilia : Chordata||||no locality data|||||||||1
76921|NEWHM : 2003.H2094|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|11|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province) & EZ1||Marl Slate|acrolepis & exsculpta, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||||UK, England, Co. Durham (NE England), Shildon|||||||||1
76922|NEWHM : 2003.H2095|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|5|fossil fish|Indet.|Weathered Marl Slate with part of a fish body, other fragments in smaller pieces.||Permian||Marl Slate||||||no locality data|||||||||1
76998|NEWHM : 2003.H2171|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Poorly preserved on bedding plane in red sandstone.||Triassic (?)||New Red Sandstone|palaeoniscus & catopterus (agassiz), Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||Witham, H. J.M.|1836|Dungannon (Ireland), Killyman|Rhone Hill Quarry||||||||1
77315|NEWHM : 2004.H58|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil reptile||Specimen of a fossil reptile, a vertebra of Plesiosaurus sp., collected from the Upper Lias of Early Jurassic age from Whitby, North Yorkshire (NE England).|This is one bone (vertebra), from the back of a plesiosaur, a large marine reptile that lived at the same time as the dinosaurs. Plesiosaurs were not dinosaurs. They looked a bit like some modern drawings of the Loch Ness monster, with a long neck, small head, and four flippers. They became extinct 65 million years ago.|Jurassic (Early) / 178 - 183 my||Lias (Upper)|Plesiosaur, Plesiosaurus, Plesiosaurus|Plesiosaurus : : : Reptilia : Chordata||||UK, England, North Yorkshire (NE England), Whitby (nr.)|||||||||1
77316|NEWHM : 2004.H59|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|2|fossil reptile||Specimen of a fossil reptile (crocodile), collected from the Lower Lias, Jet Rock Formation of Early Jurassic age from Port Mulgrave, North Yorkshire (NE England), UK. Vertebrae.|This is a single bone (vertebra) from the spine (backbone), of a crocodile that lived 180 million years ago during the Jurassic period. This vertebra is longer than it is wide. The shape and size of the individual vertebrae vary, depending on which part of the backbone they are from, and the age and size of the crocodile. When dinosaurs became extinct 65 million years ago, crocodiles survived. Their appearance has changed little since then.|Jurassic (Early) / 178 - 200 my||Lias (Lower) & Jet Rock Formation|Crocodile (?), Animalia & Chordata & Vertebrata & Reptilia & Crocodilia|Animalia & Chordata & Vertebrata & Reptilia & Crocodilia : : Crocodilia : Reptilia : Chordata|2004-02-|||UK, England, Yorkshire (NE England), Whitby (nr.), Port Mulgrave|||5.7|4|2.3||||5
77318|NEWHM : 2004.H61|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish|jaw|Specimen of a fossil fish (jaw), Acrolepis sp., collected from the Marl Slate of Late Permian, Zechstein (Durham Province), EZ1 age.|Acrolepis was a large, predatory fish, and probably hunted alone, a bit like the modern pike. These large jaws are obviously from a very big fish. Acrolepis would have used its sharp, pointed teeth to help it hold on to the scaly bodies of smaller fish (including the more common Palaeoniscum which lived at the same time as Acrolepis).|Permian (Late) & Zechstein (Durham Province) & EZ1 / 248 - 256 my||Marl Slate|acrolepis & sp., Actinopterygii (After Romer)|Actinopterygii (After Romer) : : : : Chordata||||no locality data|||||||||1
77322|NEWHM : 2004.H65|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Palaeospondylus gunni Traquair, collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.|Palaeospondylus gunni is a small fish, which usually measures less than 5cm long. The skull and spine are well-preserved. The fossil is black because these parts have been replaced by carbon. Some experts believe that Palaeospondylus is the juvenile (young) form of a lung fish, but no one knows for sure.|Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|palaeospondylus & gunni (traquair), Sarcopterygii|Sarcopterygii : : : : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||||||||1
77361|NEWHM : 2004.H156|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil mammal|Irish Elk|Specimen of a fossil mammal, an Irish Elk jaw bone with teeth, Megaloceros giganteus, collected from unspecified rocks of Quaternary, Middle to Late Pleistocene age.|The Irish Elk became extinct about 10,000 years ago. It is now known to be the largest species of deer ever, standing 2 metres high at the shoulder with an antler span up to 4 metres. It lived throughout Europe, northern Asia and northern Africa as well as Ireland. The 'elk' is importance in scientific discovery, because it was one of the first animals to be described as an extinct species by the French Scientist Georges Cuvier in 1812. A large pair of antlers is displayed in the Hancock Museum high up on the stair wall next to the caf?.|Quaternary & Pleistocene (Middle - Late) / 10,000 - 400,000 years|||Irish Elk, megaloceros & giganteus (blumenbach), Animalia & Chordata & Vertebrata & Mammalia|Animalia & Chordata & Vertebrata & Mammalia : : : :||||no locality data|||||||||1
77366|NEWHM : 2004.H161|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|2|fossil reptile||Specimen of a fossil reptile, Iguanodon sp., collected from the Tardefurcata Zone = Fissicostatus Zone, Lower Greensand Group, Phosphate Beds (?) of Late (?) Cretaceous, Early Aptian - Albian age from Potton, Cambridge, Cambridgeshire (SE England). Two vertebrae with grove for neural cord.|"These vertebrae were part of the backbone of the large dinosaur Iguanodon. Iguanodon (meaning ""iguana tooth"") was so named because its teeth look like large versions of the modern iguana. You can see where the spinal chord fitted into the groove on the vertebra. The vertebra was collected from the famous fossil locality at Potton in Bedfordshire. Iguanodon was the second dinosaur ever to be named."|Cretaceous (Early) & Aptian - Albian (Early) / 107 - 121 my|Tardefurcata Zone = Fissicostatus Zone|Greensand Group & Phosphate Beds (?)|Dinosaur, Iguanodon|Iguanodon : : : Reptilia : Chordata||||UK, England, Cambridgeshire (SE England), Cambridge, Potton|||||||||1
77383|NEWHM : 2004.H184|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Pygopterus sp., collected from the Marl Slate of Late Permian, Zechstein, EZ1 age from Thrislington Quarry, Mainsforth, Co Durham (NE England). Collected by George Fenwick. Mandibles with teeth.|This fossil is of a jaw bone with teeth, from the a fish called Pygopterus. This fish was quite large, and hunted smaller fish like Palaeoniscum that lived in shoals, a bit like the modern herring. We know that Pygopterus ate Palaeoniscum, because there are fossils of Pygopterus with the remains of Palaeoniscum in the stomach.|Permian (Late) & Zechstein (Durham Province) & EZ1 / 248 - 256 my||Marl Slate|pygopterus & sp., Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Fenwick, George||UK, England, Co. Durham (NE England), Ferryhill, Thrislington Gap|||||||||1
77394|NEWHM : 2004.H197|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil reptile||Specimen of a fossil trace fossil (foot print), Chirotherium sp., collected from unspecified rocks of Middle Triassic, Anisian age from (?), Cheshire (Midland England).|When William Buckland (an important 19th Century geologist) examined footprint fossils like these ones, he thought that they had probably been made by reptiles that walked on four legs. The fossil was named Chirotherium (which means hand-beast) because they look like hand prints. To test his theory, he made a crocodile walk over pastry, and then took impressions of the track. This showed that the footprints were not made by a crocodile. He carried out the same experiment with tortoises, and decided that the tracks had probably been made by a similar creature. It was not until the 1960s that the fossil animal was identified. It was a reptile that measured about 2.5 metres in length, and had a slim body and a long tail. It was named Ticinosuchus ferox.|Triassic (Middle) & Anisian / 234 - 242 my|||Chirotherium, Animalia & Chordata & Vertebrata & Reptilia|Animalia & Chordata & Vertebrata & Reptilia : : : Reptilia : Chordata||||UK, England, Cheshire (Midland England)|||||||||1
77398|NEWHM : 2004.H205|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|3|fossil fish|scales|Specimen of a fossil fish (scale), Rhizodus hibberti, collected from the Strathclyde Group, Calciferous Sandstone Series of Early Carboniferous, Dinantian, Visean, Asbian age from Pittenweem (west of), Fife, Scotland. Collected by James Walter Kirkby. Three 30 - 40mm diameter fish scales on two pieces of rock on a card mount.||Carboniferous (Early) & Dinantian & Visean & Asbian / ca 330 - 332Ma||Strathclyde Group & Calciferous Sandstone Series|rhizodus & hibberti (agassiz), Sarcopterygii & Crossoptergyii (After Romer)|Sarcopterygii & Crossoptergyii (After Romer) : : : : Chordata||Kirkby, James Walter||UK, Scotland, Fife (Scotland), Pittenweem (west of)|||||||||1
77399|NEWHM : 2004.H206|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|5|fossil fish|coprolite|Specimen of a fossil dropping (coprolite), Rhizodus hibberti, collected from the Strathclyde Group, Calciferous Sandstone Series of Early Carboniferous, Dinantian, Visean, Asbian age from Crail, Fife, Scotland. Collected by James Walter Kirkby. Five oval coprolites up to 60 x 20 mm with original card mount.|These fish droppings called coprolites are from a primitive bony fish with lobe-shaped fins similar to a Coelacanth. Rhizodus grew to a length of 6 or 7 metres and had two large fang-like teeth up to 22cm in length at the front of its the jaw. It lived in freshwater rivers and lakes and was a predator that fed on smaller fish and amphibians. The coprolites were probably preserved in the fish's intestine and found with the fossil fish.|Carboniferous (Early) & Dinantian & Visean & Asbian / 330 - 332 my (c)||Strathclyde Group & Calciferous Sandstone Series|, Sarcopterygii & Crossoptergyii (After Romer)|Sarcopterygii & Crossoptergyii (After Romer) : : : : Chordata||Kirkby, James Walter||UK, Scotland, Fife (Scotland), Crail|||||||||1
77540|NEWHM : 2004.H412|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, unidentified fish, collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :|2002|Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||28.2|19.5|1.2||||1
77546|NEWHM : 2004.H418|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Dipterus valenciennesi, collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949 Sue Turner notes 'jaw about /? Miles number/ needs conservation'.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|dipterus & valencienessi, Sarcopterygii|Sarcopterygii : : : : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||9.9|8.9|0.9||||1
77571|NEWHM : 2004.H443|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Dipterus, with good fins. Collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|Dipterus, Dipterus|Dipterus : Dipteridae : Dipnoi : Osteichthyes : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||28.8|18.5|1.9||||1
77572|NEWHM : 2004.H444|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a blue fossil fish, Dipterus with a ?nibbled anus - new feature?. Collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|Dipterus, Dipterus|Dipterus : Dipteridae : Dipnoi : Osteichthyes : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||31.1|26.9|1.8||||1
77588|NEWHM : 2004.H460|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Dipterus, collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|Dipterus, Dipterus|Dipterus : Dipteridae : Dipnoi : Osteichthyes : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||27.5|32.2|1.8||||1
77600|NEWHM : 2004.H472|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Good specimen of a fossil fish, Dipterus, (with skull bones; tail missing). Collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|Dipterus, Dipterus|Dipterus : Dipteridae : Dipnoi : Osteichthyes : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||20.8|20.1|2.5||||1
77605|NEWHM : 2004.H477|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Dipterus, collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|Dipterus, Dipterus|Dipterus : Dipteridae : Dipnoi : Osteichthyes : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||19|8.5|1.8||||2
77607|NEWHM : 2004.H479|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of an unidentified fossil fish, collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :|2002|Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||30.5|22.1|2.8||||1
77740|NEWHM : 2004.H612|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Glyptolepis?, showing a ventral view of the head with gulars, operculum? on left, jaws, teeth and one ts labyrinthine (CHECK Schultze 1969). Collected from the Caithness Flagstone Group of Middle Devonian age from Achanarras Quarry, Caithness, Scotland. Collected by Major P.W. Murray-Threipland between 1931 and 1949.||Devonian (Middle) & Eifelian / 388 - 394 my||Caithness Flagstone Group (Upper) & Achanarras Limestone Member|glyptolepis & sp. (?), Sarcopterygii|Sarcopterygii : : : : Chordata||Murray-Threipland, Major P. W.|1931|UK, Scotland, Caithness, Spittal (2km west north west of), Achanarras|Achanarras Quarry||27.7|14|1.8||||3
