irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|GeoAge|GeoZone|GeoRock|ComName_tab|SciName|IdeDateIdentified|ColSum|ColCollectionDates|LocalSum|LocalPrecise|DimHeight|DimLength|DimWidth|DimDepth|DimDiameter|InsType|MulDescription|NumMulFiles
86786|NEWHM : G73.73|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Shark||Carboniferous||High Main Seam|Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||||UK, England, Northumberland (NE England), Backworth|Backworth Colliery||||||||1
86817|NEWHM : G76.74|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Tooth.||Carboniferous|||helodus & sp., Animalia & Chordata & Vertebrata & Pisces & Chondrichthyes & Elasmobranchii & Ba|Animalia & Chordata & Vertebrata & Pisces & Chondrichthyes & Elasmobranchii & Batoidea (After Romer) : : : :||Howse||UK, Northern Ireland, Armargh|||||||||1
86820|NEWHM : G76.80|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish (tooth), Janassa bituminosa, collected from the Marl SLate of Late Permian, Zechstein (Durham Province), EZ1 age from Middridge, Co Durham (NE England). Collected by Joseph Duff. Group of teeth in jaw.|These are the teeth of a fossil fish called Janassa bituminosa. It was a large, flat, ray-like fish. It lived in the Zechstein Sea, a tropical sea that existed 250 million years ago. Janassa lived on the seabed, and used these strong, blunt teeth to crush and eat shellfish. As the teeth in each jaw were worn away they were pushed out and replaced by new ones growing from beneath...just like in sharks today. The skin of this fish was covered in tiny bony knobs, known as denticles. Its skeleton was made of cartilage and usually only the bony knobs and teeth are preserved.|Permian (Late) & Zechstein (Durham Province) & EZ1 / 248 - 256 my||Marl Slate|janassa & bituminosa (schlotheim), Animalia & Chordata & Vertebrata & Pisces & Chondrichthyes & Elasmobranchii & Ba|Animalia & Chordata & Vertebrata & Pisces & Chondrichthyes & Elasmobranchii & Batoidea (After Romer) : : : :||Duff, Joseph||UK, England, Co. Durham (NE England), Midderidge|||||||||1
86821|NEWHM : G76.81|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Toothplates.||Permian (Late) & Zechstein (Durham Province)||Marl Slate|janassa & bituminosa (schlotheim), Animalia & Chordata & Vertebrata & Pisces & Chondrichthyes & Elasmobranchii & Ba|Animalia & Chordata & Vertebrata & Pisces & Chondrichthyes & Elasmobranchii & Batoidea (After Romer) : : : :||Duff, Joseph||UK, England, Co. Durham (NE England), Midderidge|||||||||1
86828|NEWHM : G77.53|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|janassa & bituminosa (schlotheim), Animalia & Chordata & Vertebrata & Pisces & Chondrichthyes & Elasmobranchii & Ba|Animalia & Chordata & Vertebrata & Pisces & Chondrichthyes & Elasmobranchii & Batoidea (After Romer) : : : :||Dinning, W. D.|1872-09-|UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
86834|NEWHM : G77.59|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Dinning, W. D.|1869|UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
86836|NEWHM : G77.61|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Shark||Permian (Late) & Zechstein (Durham Province)||Marl Slate|Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||Dinning, W. D.||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
86837|NEWHM : G77.62|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Shark||Permian (Late) & Zechstein (Durham Province)||Marl Slate|Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
86838|NEWHM : G77.63|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Shark||Permian (Late) & Zechstein (Durham Province)||Marl Slate|Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||||UK, England, Co. Durham (NE England), Midderidge|||||||||1
86839|NEWHM : G77.64|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Shark||Permian (Late) & Zechstein (Durham Province)||Marl Slate|Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
86840|NEWHM : G77.65|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Shark||Permian (Late) & Zechstein (Durham Province)||Marl Slate|Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||Dinning, W. D.||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
86843|NEWHM : G77.68|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|palaeoniscus & sp., Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||Abbs (?)||UK, England, Co. Durham (NE England), Midderidge|||||||||1
86878|NEWHM : G78.03|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Whole fish.||Permian (Late) & Zechstein (Durham Province)||Magnesian Limestone (Upper)|acentrophorus & varians (kirkby), Actinopterygii & Neopterygii & Semionotiformes & Semionotidae|Actinopterygii & Neopterygii & Semionotiformes & Semionotidae : : : : Chordata||Kirkby, J. W.||UK, England, Tyne and Wear (NE England), Sunderland, Fulwell Hill|||||||||1
86890|NEWHM : G78.15|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Whole fish.||Permian (Late) & Zechstein (Durham Province)||Magnesian Limestone (Upper)|acentrophporus & altus (kirkby), Actinopterygii & Neopterygii & Semionotiformes & Semionotidae|Actinopterygii & Neopterygii & Semionotiformes & Semionotidae : : : : Chordata||Kirkby, J. W.||UK, England, Tyne and Wear (NE England), Fulwell Hill, Old Quarry|||||||||1
86892|NEWHM : G78.17|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Whole fish divided into anterior and posterior portions on the same slab.||Permian (Late) & Zechstein (Durham Province)||Magnesian Limestone (Upper)|acentrophorus & varians (kirkby), Actinopterygii & Neopterygii & Semionotiformes & Semionotidae|Actinopterygii & Neopterygii & Semionotiformes & Semionotidae : : : : Chordata||Kirkby, J. W.||UK, England, Tyne and Wear (NE England), Fulwell Hill, Old Quarry|||||||||1
86902|NEWHM : G78.27|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Type specimen||Permian (Late)||Magnesian Limestone (Upper)|Shark, palaeoniscid, Animalia & Chordata & Vertebrata & Pisces|Animalia & Chordata & Vertebrata & Pisces : : : :||Kirkby||UK, England, Tyne and Wear (NE England), Sunderland, Fulwell Hill|||||||||1
86918|NEWHM : G78.43|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Northumberland (NE England)|||||||||1
86919|NEWHM : G78.44|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Northumberland (NE England)|||||||||1
86920|NEWHM : G78.45|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Northumberland (NE England)|||||||||1
86921|NEWHM : G78.46|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Northumberland (NE England)|||||||||1
86922|NEWHM : G78.47|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Tyne and Wear (NE England), Whitley Bay|Whitley Pit||||||||1
86923|NEWHM : G78.48|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Tyne and Wear (NE England), Whitley Bay|Whitley Pit||||||||1
86924|NEWHM : G78.49|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Northumberland (NE England)|||||||||1
86925|NEWHM : G78.50|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Northumberland (NE England)|||||||||1
86926|NEWHM : G78.51|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Northumberland (NE England)|||||||||1
86927|NEWHM : G78.52|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Northumberland (NE England)|||||||||1
86928|NEWHM : G78.53|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Watson, Jos (Jr.)||UK, England, Northumberland (NE England)|||||||||1
86941|NEWHM : G78.66|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Specimen of a fossil fish, Acrolepis sp., collected from the Marl Slate of Late Permian, Zechstein (Durham Province), EZ1 age from Middridge, Co Durham (NE England). Collected by Joseph Duff.|Acrolepis was a large predatory fish that lived in the warm, Zechstein Sea 250 million years ago. This sea streched from what is now north east England to Germany and Poland. This fish was probably similar to the modern pike, living alone, and eating smaller fish like the common Palaeoniscum. Acrolepis measured about 60 centimetres in length, compared to the 10 to 18 centimetre length of Palaeoniscum.|Permian (Late) & Zechstein (Durham Province) & EZ1 / 248 - 256 my||Marl Slate|acrolepis & sp., Actinopterygii (After Romer)|Actinopterygii (After Romer) : : : : Chordata||Duff, Joseph||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87019|NEWHM : G79.43|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87021|NEWHM : G79.45|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|5|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87033|NEWHM : G79.57|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87038|NEWHM : G79.62|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|palaeoniscum & freieslebeni, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Abbs (?)||UK, England, Tyne and Wear (NE England), Sunderland, Fulwell|Fulwell Water Works||||||||1
87039|NEWHM : G79.63|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Calvert||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87040|NEWHM : G79.64|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87043|NEWHM : G79.67|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87045|NEWHM : G79.69|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Calvert||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87046|NEWHM : G79.70|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Hancock, Albany||UK, England, Tyne and Wear (NE England), Cullercoats|Cullercoats Bay||||||||1
87047|NEWHM : G79.71|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87048|NEWHM : G79.72|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|palaeoniscum & freieslebeni, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Abbs (?)|1879|UK, England, Tyne and Wear (NE England), Sunderland, Fulwell|Fulwell Water Works||||||||1
87049|NEWHM : G79.73|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87050|NEWHM : G79.74|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87051|NEWHM : G79.75|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|palaeoniscum & freieslebeni, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87053|NEWHM : G79.77|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Wilson||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87055|NEWHM : G79.79|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Calvert||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87056|NEWHM : G79.80|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Wright||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87086|NEWHM : G80.09|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||no locality data|||||||||1
87087|NEWHM : G80.10|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||no locality data|||||||||1
87088|NEWHM : G80.11|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata|||1836|UK, England, Tyne and Wear (NE England), Whitley Bay|Whitley Pit||||||||1
87089|NEWHM : G80.12|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87090|NEWHM : G80.13|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Calvert|1871|UK, England, Co. Durham (NE England), Midderidge|||||||||1
87091|NEWHM : G80.14|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||no locality data|||||||||1
87093|NEWHM : G80.16|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Tyne and Wear (NE England), Cullercoats (?)|||||||||1
87094|NEWHM : G80.17|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87095|NEWHM : G80.18|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||no locality data|||||||||1
87096|NEWHM : G80.19|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||no locality data|||||||||1
87097|NEWHM : G80.20|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||no locality data|||||||||1
87098|NEWHM : G80.21|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Wilson||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87099|NEWHM : G80.22|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Calvert|1871|UK, England, Co. Durham (NE England), Midderidge|||||||||1
87100|NEWHM : G80.23|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata|||1871|UK, England, Co. Durham (NE England), Midderidge|||||||||1
87101|NEWHM : G80.24|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Calvert||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87102|NEWHM : G80.25|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|palaeoniscum & freieslebeni, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Duff, Joseph||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87103|NEWHM : G80.26|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|palaeoniscum & freieslebeni, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Duff, Joseph|1868|UK, England, Co. Durham (NE England), Midderidge|||||||||1
87113|NEWHM : G80.36|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87114|NEWHM : G80.37|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87115|NEWHM : G80.38|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata|||1871|UK, England, Co. Durham (NE England), Midderidge|||||||||1
87116|NEWHM : G80.39|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|palaeoniscum & freieslebeni, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Duff, Joseph|1868|UK, England, Co. Durham (NE England), Midderidge|||||||||1
87118|NEWHM : G80.41|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||||UK, England, Co. Durham (NE England), Midderidge|||||||||1
87130|NEWHM : G80.53|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Dinning, W. D.||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87137|NEWHM : G80.60|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Dinning, W. D.||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87138|NEWHM : G80.61|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Dinning, W. D.||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87139|NEWHM : G80.62|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Dinning, W. D.||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87140|NEWHM : G80.63|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Dinning, W. D.||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
87141|NEWHM : G80.64|Natural Sciences|Palaeobiology|Vertebrate Palaeontology|1|fossil fish||Fish||Permian (Late) & Zechstein (Durham Province)||Marl Slate|, Actinopterygii & Palaeonisciformes (After Romer)|Actinopterygii & Palaeonisciformes (After Romer) : : : : Chordata||Dinning, W. D.||UK, England, Tyne and Wear (NE England), Cullercoats|||||||||1
